~from,~to,~id,~label,campaign_login:Int,campaign_emailOpened:Int,campaign_linkClicked:Int
1b680ab1-86c4-4f19-8321-54063d4db44b,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,556b232c-bbe7-4790-8d4e-821c0bf14660,CustomerMarketingInteractions,7,1,0
6a31c67c-a2bb-4cfd-b42f-fa8b0fa277b1,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,c809b1ec-d4a8-484e-a9b9-82c5e1c0b977,CustomerMarketingInteractions,9,3,0
81f11ff0-85a6-42eb-a7cd-8a014f282743,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,61fcad6e-3cd5-4b70-b2f7-f753367a91c6,CustomerMarketingInteractions,10,2,1
2ef10012-5918-42bf-b169-30a765e3b1d5,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,9bc06a2e-e54a-4732-87be-2f77dac161bd,CustomerMarketingInteractions,6,4,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,02aec091-0741-4e56-b536-11466ca703a8,CustomerMarketingInteractions,5,3,1
3633530b-9dc1-4ccb-bb67-351a22a59d73,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,2a73e15a-6f27-42f6-aca8-574e0d5fc518,CustomerMarketingInteractions,1,1,1
1dd92045-a55a-4189-a97a-87f17c646203,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,55fb97a4-0443-429b-bcf6-b6ee74f680be,CustomerMarketingInteractions,5,4,1
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,9219c2a9-87cf-4c2c-92ca-feccf86de962,CustomerMarketingInteractions,6,1,1
6c7c2119-35ae-46dd-bd67-b38e795fd500,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,a066633c-d02b-4aa0-8cc0-1504e1523a09,CustomerMarketingInteractions,17,3,1
c4958f9d-404f-4bcc-9a06-a300c0be26cf,eb5b446a-2b93-4d98-9055-dd3d75ef49e0,46a06d52-123b-419d-9058-448efbd2d984,CustomerMarketingInteractions,14,1,0
1fb3bccc-37b0-4f0d-830b-359656caa675,a5a14054-df06-421c-8009-7bad14ffe40b,e7e3affe-0b51-4f8b-9642-0c5a39a87a66,CustomerMarketingInteractions,15,1,1
445b1f03-d268-45a4-9a88-7231f1a9b984,a5a14054-df06-421c-8009-7bad14ffe40b,4b292e59-cb4d-4953-b098-2bbec6a0bf2b,CustomerMarketingInteractions,14,3,0
e73165a3-293d-4a9f-a482-0e69e7dee580,a5a14054-df06-421c-8009-7bad14ffe40b,8a4e670c-c94c-4e7d-bd2f-77d191e8ddf4,CustomerMarketingInteractions,9,2,0
a9527d5f-144c-4362-9d11-585575d9f0ee,a5a14054-df06-421c-8009-7bad14ffe40b,0079b872-1911-45e2-90e1-348d03cfb094,CustomerMarketingInteractions,3,1,0
3633530b-9dc1-4ccb-bb67-351a22a59d73,a5a14054-df06-421c-8009-7bad14ffe40b,a3f5e4db-bdac-4715-8521-06bcb5f95212,CustomerMarketingInteractions,5,3,0
fe392cca-246a-4106-9291-b025961cb65d,a5a14054-df06-421c-8009-7bad14ffe40b,b3a5d08c-5058-46d1-86d0-a1f18fa60417,CustomerMarketingInteractions,19,3,1
b036605d-d1c8-40dd-8ebb-ad19cfc09c30,a5a14054-df06-421c-8009-7bad14ffe40b,21640c92-1aff-4254-aa39-b0c03da4fe1c,CustomerMarketingInteractions,16,2,0
e261c4ba-83b6-4aec-8e51-7398be00ddd6,a5a14054-df06-421c-8009-7bad14ffe40b,93d493f6-3ab2-4530-bd74-0af0bef725dc,CustomerMarketingInteractions,6,4,1
172dc77f-7273-444f-b251-fe95256e687e,a5a14054-df06-421c-8009-7bad14ffe40b,34be5536-7bd4-400f-a13d-e70843a084ee,CustomerMarketingInteractions,0,1,1
67e56f40-651c-40c6-b97c-f346cbdc2fe6,a5a14054-df06-421c-8009-7bad14ffe40b,a4126ea6-ad30-4fb7-a05f-bb888f9a076f,CustomerMarketingInteractions,17,1,1
9eeb4f52-ed77-424b-ad91-aed8652e5fcd,a5a14054-df06-421c-8009-7bad14ffe40b,411196ea-6736-4321-a1a9-caeaa380c47e,CustomerMarketingInteractions,15,4,1
c271c351-4189-48e1-be26-d745ec887baa,a5a14054-df06-421c-8009-7bad14ffe40b,baeacda2-7fd7-413c-874c-8b148e9d31b3,CustomerMarketingInteractions,2,4,0
42cb0872-97f3-4ba1-83df-32f737b08e58,a5a14054-df06-421c-8009-7bad14ffe40b,2f91beee-6ac5-403a-b96d-985747c08288,CustomerMarketingInteractions,6,3,1
89e9d733-4f01-47a6-bb38-f2a2068edb70,a5a14054-df06-421c-8009-7bad14ffe40b,83792c6d-55df-4ba0-be5e-27e6aaa3bb20,CustomerMarketingInteractions,15,4,0
e3c53d07-3362-4273-a581-a53f5f6e8654,a5a14054-df06-421c-8009-7bad14ffe40b,8cb5a9df-37ee-4713-8e25-8bb2406618be,CustomerMarketingInteractions,1,4,0
234b12db-b345-4ca4-8b7c-c6ad8f026aac,a5a14054-df06-421c-8009-7bad14ffe40b,17292cae-b414-4b1f-8a2c-16c18bbdd80c,CustomerMarketingInteractions,9,3,0
0c2e3c2e-f59d-4397-b2d1-626ad9f1d666,a5a14054-df06-421c-8009-7bad14ffe40b,7b56b7d1-38e9-437d-9241-ccbb17a9e4b5,CustomerMarketingInteractions,0,1,0
a4f42f95-970c-4f2f-8640-233168195fb2,a5a14054-df06-421c-8009-7bad14ffe40b,3f5cc47f-ca8f-47b5-a160-9eff2d5df11a,CustomerMarketingInteractions,0,3,0
48256b55-ade2-49e8-acd4-149597329bf3,a5a14054-df06-421c-8009-7bad14ffe40b,34418237-b715-407a-929f-00be5cc91592,CustomerMarketingInteractions,4,1,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,a5a14054-df06-421c-8009-7bad14ffe40b,c5f333d4-c155-4ed0-aa8b-ee56ec6a0f06,CustomerMarketingInteractions,14,3,0
c610cd7e-93e5-4d83-8ab1-78f85efb2b1e,a5a14054-df06-421c-8009-7bad14ffe40b,4cca16df-cded-4397-bd06-72271a8ce659,CustomerMarketingInteractions,11,1,1
88a6e2db-bf66-4d4a-82b7-ce445110ac3b,a5a14054-df06-421c-8009-7bad14ffe40b,6bc16c0c-d993-4bed-ac7a-38602d288aa3,CustomerMarketingInteractions,8,3,1
4cec6032-046d-493e-a15d-fc71d24d27b4,a5a14054-df06-421c-8009-7bad14ffe40b,825a6250-9140-4a8f-ba42-3db896ae8800,CustomerMarketingInteractions,9,2,1
1dd92045-a55a-4189-a97a-87f17c646203,a5a14054-df06-421c-8009-7bad14ffe40b,1c7d0e5a-80dd-40aa-a8da-dd748e76c1e1,CustomerMarketingInteractions,4,3,0
37b1b7a2-3f21-4983-8269-9aef396dbd21,a5041dc3-ab18-496e-9f24-acd7f1eef30f,92f8f81f-78e4-436a-bd93-652d09b60ac0,CustomerMarketingInteractions,4,1,0
17fbe3c8-5109-4397-9fa3-6ed6ca0dc7f6,a5041dc3-ab18-496e-9f24-acd7f1eef30f,b1e75e98-fe2b-46ff-ae4f-77260bf0cfee,CustomerMarketingInteractions,2,4,0
78d903ae-8cd7-4431-b788-eaa713f180b4,a5041dc3-ab18-496e-9f24-acd7f1eef30f,a9620620-fc25-433b-a2a2-0a9f0e64d278,CustomerMarketingInteractions,17,3,0
bedfe4c3-2a52-4c72-bb9d-a41e527ec719,a5041dc3-ab18-496e-9f24-acd7f1eef30f,d4391e7a-cad9-4044-96f1-0e9b9d25e90b,CustomerMarketingInteractions,0,2,1
882f6381-e505-4c17-b981-90a9e4b3e6f9,a5041dc3-ab18-496e-9f24-acd7f1eef30f,dae996ab-7af2-4f0d-b4b1-780fd210ec64,CustomerMarketingInteractions,9,4,0
2f68d6a8-acc1-4491-bd2d-42db0744f978,a5041dc3-ab18-496e-9f24-acd7f1eef30f,19fb0b72-df63-4ee2-9fae-a220a2887f14,CustomerMarketingInteractions,11,1,1
e261c4ba-83b6-4aec-8e51-7398be00ddd6,a5041dc3-ab18-496e-9f24-acd7f1eef30f,152515ad-a3b1-4b1a-9c6f-acf891a05951,CustomerMarketingInteractions,10,4,0
81f11ff0-85a6-42eb-a7cd-8a014f282743,a5041dc3-ab18-496e-9f24-acd7f1eef30f,a4c68dd3-c5cc-41ab-acdd-f44890a88ad0,CustomerMarketingInteractions,7,3,1
3408863a-7b29-4d02-996a-61fc39a3fb00,a5041dc3-ab18-496e-9f24-acd7f1eef30f,dc6ed2f4-8038-4602-b502-bfd5c809686f,CustomerMarketingInteractions,17,3,0
799cc418-35e4-4485-8157-2e6790b65c61,a5041dc3-ab18-496e-9f24-acd7f1eef30f,cfea6423-829b-472d-94a8-13acce792d17,CustomerMarketingInteractions,14,1,1
ee3fb65f-ad67-4190-8668-0d51dc32c73e,a5041dc3-ab18-496e-9f24-acd7f1eef30f,ce7af33f-364e-4010-9d7a-d5da9224ad4a,CustomerMarketingInteractions,19,3,0
895c9c5a-5a19-401c-b2f1-dca9f75876c0,a5041dc3-ab18-496e-9f24-acd7f1eef30f,0a5ef641-1009-42a3-b223-a7bfa08e1abd,CustomerMarketingInteractions,10,4,0
a4f42f95-970c-4f2f-8640-233168195fb2,a5041dc3-ab18-496e-9f24-acd7f1eef30f,6e46e73c-5c4f-4aa1-b49f-d1c4e89caac4,CustomerMarketingInteractions,15,3,1
67e56f40-651c-40c6-b97c-f346cbdc2fe6,a5041dc3-ab18-496e-9f24-acd7f1eef30f,2cc08655-4000-4d13-bcb0-e926ae42136f,CustomerMarketingInteractions,9,3,0
0e278f68-9b59-49fa-8442-bbce8da70d99,a5041dc3-ab18-496e-9f24-acd7f1eef30f,32b24cec-aac2-4bcb-9f99-2c1494865364,CustomerMarketingInteractions,10,4,1
faf2f099-696a-47e5-8934-5314ff52d2aa,a5041dc3-ab18-496e-9f24-acd7f1eef30f,a9b1ef17-558a-46c1-b81c-c05df5f2aff4,CustomerMarketingInteractions,4,4,0
c698da52-09b9-46b1-a4b4-9509465e674c,a5041dc3-ab18-496e-9f24-acd7f1eef30f,1c6cb1bc-6e40-4c65-b0bc-116bf032658a,CustomerMarketingInteractions,4,4,1
e3071203-dba6-4d46-b902-3e927cd32c94,a5041dc3-ab18-496e-9f24-acd7f1eef30f,e04aa44c-e545-40a6-a86c-8285b4d16d1c,CustomerMarketingInteractions,2,2,0
4c6123b7-f1f7-4ca1-b1ff-67e9cbaffa1a,a5041dc3-ab18-496e-9f24-acd7f1eef30f,31d0392a-8131-4e74-8fad-c5634c7a37a7,CustomerMarketingInteractions,3,4,0
4ea0e56d-76a4-4701-b180-079d2323c14f,a5041dc3-ab18-496e-9f24-acd7f1eef30f,105d90fc-a0fa-4be7-9677-4ec77bae93dd,CustomerMarketingInteractions,18,4,1
fb3cbb71-7031-418b-af00-2d91b8d3c14a,a5041dc3-ab18-496e-9f24-acd7f1eef30f,97e13298-bd05-4345-bd7e-363a0d9a212d,CustomerMarketingInteractions,9,2,0
172dc77f-7273-444f-b251-fe95256e687e,a5041dc3-ab18-496e-9f24-acd7f1eef30f,94ccd02e-f858-4e64-be1e-ddecae3a8ead,CustomerMarketingInteractions,9,2,0
c7f4f0f8-18f0-470f-8b23-9bc1abe501dd,a5041dc3-ab18-496e-9f24-acd7f1eef30f,8f621053-280d-4c0e-9786-2ea41efd14b0,CustomerMarketingInteractions,3,4,0
a28e0dbe-4005-42ce-8c6f-996360cb152d,a5041dc3-ab18-496e-9f24-acd7f1eef30f,b0f7ee3d-e300-4b7f-82d8-44eace8781b3,CustomerMarketingInteractions,18,1,1
ff86a285-1338-4704-a568-159a323a25a4,a5041dc3-ab18-496e-9f24-acd7f1eef30f,2e81884a-624e-40ee-afe2-0f8f4a5efe0b,CustomerMarketingInteractions,18,4,1
c610cd7e-93e5-4d83-8ab1-78f85efb2b1e,a5041dc3-ab18-496e-9f24-acd7f1eef30f,efff7109-0477-4307-9d6a-148b93d68283,CustomerMarketingInteractions,16,2,1
4b32fadb-58af-4259-8f92-eadf31695cbb,64584cab-74ec-4754-8b37-cb78fd423a48,36a746fb-fae0-4115-95eb-641be6a6df34,CustomerMarketingInteractions,2,1,0
42cb0872-97f3-4ba1-83df-32f737b08e58,64584cab-74ec-4754-8b37-cb78fd423a48,ca3d4f40-32b1-4501-a8cf-15e7ed56c886,CustomerMarketingInteractions,2,1,0
172dc77f-7273-444f-b251-fe95256e687e,64584cab-74ec-4754-8b37-cb78fd423a48,5dc4f73b-a89d-4dbf-bf74-1f07cfae694b,CustomerMarketingInteractions,12,4,1
96c80c2f-5f90-437e-8657-d419e2571635,64584cab-74ec-4754-8b37-cb78fd423a48,38cab2dc-817e-4ae3-8dbf-46d0455e9ad5,CustomerMarketingInteractions,17,2,0
27877548-2fa2-4b00-875c-87c0c4a75b8b,64584cab-74ec-4754-8b37-cb78fd423a48,4d26c2ef-674d-4eed-934e-248b9802e166,CustomerMarketingInteractions,12,3,0
a9527d5f-144c-4362-9d11-585575d9f0ee,64584cab-74ec-4754-8b37-cb78fd423a48,6a5f0cd4-e275-4823-ad70-7eafafcbd4f2,CustomerMarketingInteractions,10,4,1
4c4ef7da-c843-452d-bade-a4d2c629c83e,64584cab-74ec-4754-8b37-cb78fd423a48,74ee0dc3-c051-4f39-9dd9-7367e9ad6200,CustomerMarketingInteractions,19,3,0
fd2467f6-8255-474b-a9ba-6b9cbf84f714,64584cab-74ec-4754-8b37-cb78fd423a48,cff2f33a-60eb-40b7-8276-06b6e91aea7c,CustomerMarketingInteractions,8,1,1
67e56f40-651c-40c6-b97c-f346cbdc2fe6,64584cab-74ec-4754-8b37-cb78fd423a48,f2e57ed1-3382-4d7e-8129-d92b77fc8c72,CustomerMarketingInteractions,9,3,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,64584cab-74ec-4754-8b37-cb78fd423a48,35f7a7c4-1f59-449c-8eef-e4faf264e259,CustomerMarketingInteractions,13,4,0
1dd92045-a55a-4189-a97a-87f17c646203,64584cab-74ec-4754-8b37-cb78fd423a48,e1736553-679f-4bd4-bdaf-0c6b3f3b4d78,CustomerMarketingInteractions,18,2,1
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,64584cab-74ec-4754-8b37-cb78fd423a48,abef8272-c4db-4633-bb99-6746ce15d583,CustomerMarketingInteractions,8,1,0
3408863a-7b29-4d02-996a-61fc39a3fb00,64584cab-74ec-4754-8b37-cb78fd423a48,48e500a8-bc78-4607-9fe0-077873e11059,CustomerMarketingInteractions,6,4,0
87d81de4-bb7d-4ebf-9147-652113d24797,64584cab-74ec-4754-8b37-cb78fd423a48,e631aea8-b83c-4f06-b1dd-89596b1db074,CustomerMarketingInteractions,0,4,1
88a6e2db-bf66-4d4a-82b7-ce445110ac3b,64584cab-74ec-4754-8b37-cb78fd423a48,975f7db0-0028-4308-a46d-4251fe7e2f2a,CustomerMarketingInteractions,7,4,0
c698da52-09b9-46b1-a4b4-9509465e674c,64584cab-74ec-4754-8b37-cb78fd423a48,adb052b9-d56d-46d9-b785-994297144a27,CustomerMarketingInteractions,17,2,1
df286a63-2777-4e0c-9a64-00e7dae2af67,64584cab-74ec-4754-8b37-cb78fd423a48,9cd61392-ced6-40bd-9864-6f672043a8d1,CustomerMarketingInteractions,7,3,0
6a31c67c-a2bb-4cfd-b42f-fa8b0fa277b1,64584cab-74ec-4754-8b37-cb78fd423a48,e1300b31-cbd5-4fbe-8217-7ac2990dda11,CustomerMarketingInteractions,1,2,0
2063e10e-a6c9-47f0-b5a8-aa6a7cfd6ea4,64584cab-74ec-4754-8b37-cb78fd423a48,f05772ae-e533-4f78-969f-6cc8f1b8bf0d,CustomerMarketingInteractions,14,2,0
48b93650-705d-4220-be59-18cf60bf9a2e,64584cab-74ec-4754-8b37-cb78fd423a48,ff951297-8dc8-413e-8082-d2176e1391f9,CustomerMarketingInteractions,12,2,0
17cd2032-226a-4e82-81ad-28db80755cd6,64584cab-74ec-4754-8b37-cb78fd423a48,14639e0f-e534-4415-8dbc-b3b8f2a70724,CustomerMarketingInteractions,17,3,1
ec712839-435e-4ccd-bdae-aac04a95a99a,64584cab-74ec-4754-8b37-cb78fd423a48,02ab9a40-a5ff-4a05-b1ba-296f89743e2f,CustomerMarketingInteractions,7,2,0
3d257409-5d24-464e-ab0d-bde9b3b58845,64584cab-74ec-4754-8b37-cb78fd423a48,7313a05f-4557-4d3d-b2b7-5912edde9534,CustomerMarketingInteractions,8,1,0
770c8261-dba2-469a-b489-945924555db7,64584cab-74ec-4754-8b37-cb78fd423a48,51e924fa-add1-450a-a228-b791f7bdfde6,CustomerMarketingInteractions,0,1,0
67e56f40-651c-40c6-b97c-f346cbdc2fe6,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,49124bcd-c341-401f-9761-dcd576f1a7b6,CustomerMarketingInteractions,11,2,0
27877548-2fa2-4b00-875c-87c0c4a75b8b,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,8acf3bf4-0edf-4611-b1b6-e9bcec30d10b,CustomerMarketingInteractions,4,2,0
997c2859-f8d5-4255-ba4e-46f91d4a97d0,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,fbbfd159-b1fc-40d3-878a-ed3acb882e86,CustomerMarketingInteractions,7,3,0
4b32fadb-58af-4259-8f92-eadf31695cbb,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,05bdbfe1-8a86-4929-a294-fe3ded513868,CustomerMarketingInteractions,11,3,0
4ea0e56d-76a4-4701-b180-079d2323c14f,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,0d6c6262-ba5c-4f20-8f7d-ed87e0ec8353,CustomerMarketingInteractions,6,2,0
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,1e24c775-3439-4ef8-841a-2ba9547dd353,CustomerMarketingInteractions,14,4,0
3408863a-7b29-4d02-996a-61fc39a3fb00,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,4ed0ba01-708a-4700-9b45-f824f1dbeca5,CustomerMarketingInteractions,12,2,0
0619996d-510b-4905-96be-1713a76acfcd,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,f344ba2d-08a0-4e10-a3dd-be27dbfa58f6,CustomerMarketingInteractions,1,2,0
1b680ab1-86c4-4f19-8321-54063d4db44b,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,a936e731-d094-4238-9467-baac9c78ea07,CustomerMarketingInteractions,19,3,1
c7f4f0f8-18f0-470f-8b23-9bc1abe501dd,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,c88a8540-f3ea-404a-9786-e2a868991feb,CustomerMarketingInteractions,11,1,0
ff86a285-1338-4704-a568-159a323a25a4,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,7fe2b25f-6897-4cf1-9492-aef1932e78ad,CustomerMarketingInteractions,15,3,0
ae43ef74-2da3-4a66-abd7-36819625fd42,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,45b490e1-8920-49ac-8787-459f96ae8296,CustomerMarketingInteractions,4,1,0
c4958f9d-404f-4bcc-9a06-a300c0be26cf,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,2fa1cc9b-db14-4c83-a3aa-885712258ab7,CustomerMarketingInteractions,15,2,1
93905acb-17f1-4497-a971-4fb6c5b67d00,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,75af8956-628a-4147-b8ae-0621b9bd606d,CustomerMarketingInteractions,6,4,0
d539dcdc-a876-420b-b1f7-074adf5df8ed,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,5abeb16b-0388-4784-a7d8-9d191917c69f,CustomerMarketingInteractions,17,2,1
c271c351-4189-48e1-be26-d745ec887baa,7eeb2fed-c7ea-44c4-a7f4-bb7ca11f37f4,1ed690c7-0235-4cdc-9432-d188fcf7d0bf,CustomerMarketingInteractions,16,2,0
