~from,~to,~label,~id,action_chat:Int,action_sharepii:Int,action_partyjoin:Int,action_randomheal:Int,action_endorse:Int,action_report:Int
28c200cd-0b6c-4d35-b86c-3d1862633c6e,2c75c0fb-0c4c-4123-8fa9-a5195661c1b9,Interactions,f5a97f58-f9df-4aad-b0b8-04454ad55b90,1174,1,3,0,9,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,e261c4ba-83b6-4aec-8e51-7398be00ddd6,Interactions,b1a2db2c-7052-4bce-9188-8ca792417a75,2288,1,11,1,1,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,85e3b5ac-4e0e-4514-aada-833e02764179,Interactions,2c5fa000-f15f-41a0-abd4-be33f3c88806,1961,3,3,1,5,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,0afb25b0-25ba-403d-802e-6d568ef92ce8,Interactions,fe203a27-4101-43ea-944e-31d1186a77c7,672,0,3,0,1,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,353fcb68-b94e-4fba-af6c-78146d5dc126,Interactions,e06f8b2d-ae7d-493d-929b-01a11b4a79b8,1829,1,4,1,8,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,faf2f099-696a-47e5-8934-5314ff52d2aa,Interactions,80e5776e-ca3b-4e6b-8cef-ea11fafdc276,4095,0,12,0,8,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,6eae5017-7184-4efd-a960-ad6e2337a66b,Interactions,2cae51c1-ef57-4d50-a7db-7e22b75b01cb,3023,2,3,0,4,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,0682894d-e751-4b4d-9d8c-b39e270b0df8,Interactions,42489d6a-d6b3-42b1-919f-61cf304925ba,43,1,10,1,2,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,14aba430-4d72-4b41-b6af-bac0cfa9a0b5,Interactions,8220698f-ab9e-4e7f-83d0-b5831b4d8732,3609,0,7,0,7,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,9df806a4-22e9-40de-9634-a27a7745c7a1,Interactions,49bfed13-af8b-454b-99a8-83a11769b9c0,2804,0,14,0,11,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,8b7361f9-6107-41fc-afc0-e2751288535f,Interactions,95381805-65a3-422c-8daa-4a50310dcbb5,1209,0,2,3,3,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,5306ff11-c7a3-4cb5-a8c4-287339222cd8,Interactions,7e59bdae-3542-4c65-be68-c69925864ebd,1144,1,1,0,4,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,57593715-4495-49ff-92d3-a8c997984c56,Interactions,196b649f-e591-471d-b732-8e55c7646bd6,2396,0,2,1,5,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,bff84560-1dde-4dd1-be9e-4ac1c5882326,Interactions,044a28e2-6a2e-418a-86e7-e5589b2b92a9,5603,0,4,1,5,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,56ccf233-8f29-4335-aff7-8b00ce9b1116,Interactions,18820404-47c7-4050-9a28-214dad6fef40,1840,2,4,0,2,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,afa8d23d-fb57-49ac-a3ee-ce92d3b3036b,Interactions,469cd18f-e0df-471d-9165-6924a7927434,2717,2,1,0,2,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,3607de9d-0a4f-465f-9c38-fb89df0b37dd,Interactions,c13c9c39-17e6-453d-877a-a390b2fa0dc9,1863,1,5,1,4,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,a6fb6492-220b-4b49-bbad-c050364859b7,Interactions,08eab66c-3579-4f67-b060-2b73f8c8328b,2874,1,7,1,12,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,010a5a26-97ed-4255-aca1-9c674c79d71a,Interactions,84ac3a8a-ecf7-4f09-b05d-a78c9c34f4ee,83,1,3,0,7,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,24805368-aa1c-439a-ac14-179044c3a802,Interactions,bbc4541f-27b6-45cd-9c71-c6ad40aafc2e,4213,0,13,0,11,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,ff86a285-1338-4704-a568-159a323a25a4,Interactions,df1aa5cd-2fa2-49a1-a139-2238f110c77f,3191,0,1,1,0,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,935cbb3e-06d5-4b0d-92bc-28b5d963ab85,Interactions,63aa520f-4571-4a24-a39a-8980ba14220f,1405,3,10,0,1,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,07e53d29-7ac2-4038-81b0-744d6e600bc3,Interactions,7d522068-aa3d-4e45-9d39-3f493d1d1f75,637,1,2,1,10,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,997c2859-f8d5-4255-ba4e-46f91d4a97d0,Interactions,ef90cf3f-d5d1-45c7-ad2e-3a96bdece4a4,1643,2,3,1,12,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,0fe41a9b-5ecb-40c5-8241-dfdc14fdcd96,Interactions,1b2c54c5-bb8c-485c-b639-c1cebdddab46,441,1,13,0,4,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,356a8c29-b740-4916-bf66-77c13870a378,Interactions,9be03c34-6596-46b8-92b2-c613e774925f,2797,2,9,0,11,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,933be8d4-d046-4f8f-8fee-9b95c2b2c893,Interactions,6881b225-07c1-4527-8dd5-d60d96b2e490,420,1,0,1,11,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,14241bbe-8b23-48c1-bc90-3da36e39ec34,Interactions,d9217467-ffb0-465c-b4e5-a3d45dadf99e,927,0,7,0,7,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,4995cdf4-f771-48cd-be43-fe32e86a8407,Interactions,1cde3c5f-d2af-4e83-98c3-bb5603c6fae7,3279,0,1,2,5,0
28c200cd-0b6c-4d35-b86c-3d1862633c6e,60789779-f94e-4a26-8177-96af3f49bd0d,Interactions,7f7025d2-cd97-4ffd-9014-ef823f16dc85,3808,1,3,0,5,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,0fe41a9b-5ecb-40c5-8241-dfdc14fdcd96,Interactions,78891cbf-add5-4dfa-a47c-ee230d9858f6,1640,0,6,0,6,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,b747a737-ab96-4565-9ba1-e91449acdeb1,Interactions,174696e8-71f6-4f6c-902f-5ada3d773191,1159,0,10,0,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,4b6a826d-595e-47f0-9f52-7d8b936a2b79,Interactions,43364697-bcd8-4a82-81e3-38fd3e9b12cc,652,0,3,0,7,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,b84090f6-2f0e-49b4-8532-102f7f31eddc,Interactions,1f8c45d7-42e8-41f2-b9c3-d70d025a400d,1970,1,3,1,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,8c70887d-cf9a-4b9d-928d-72ec7bd8f28e,Interactions,42b9febd-ab04-4d15-ae16-85959df16802,943,0,2,2,12,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,38a54f18-ce9b-419f-a631-c4fd2555b351,Interactions,421c5472-3c45-4110-be39-011bc88b6480,2612,0,7,0,0,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,d5f97bab-6b2d-435d-a0e5-287cdeffd12e,Interactions,7555d97b-fba5-4b31-9e79-4281b1071a31,1652,0,5,2,0,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,bf82705d-e336-494e-851e-3958208941b0,Interactions,36eb622b-ea8c-48c8-9a6d-d126c45494df,1684,0,0,0,3,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,d4e2fa1a-695d-4b8f-9c77-4e348e6c9b42,Interactions,f77444ae-202d-4912-b255-138e18185d22,3786,1,0,2,4,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,9357a7c3-a897-492b-b75b-181ee4d6de9e,Interactions,4abe74e3-da74-4aca-bfbc-1285ba702c31,2844,2,0,2,9,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,818e6a07-4e94-4d1f-a9dd-727fee80782c,Interactions,61d81b8b-470c-4319-aaca-17557819070d,6049,0,7,1,1,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,2424f108-a4be-46ac-9506-490a08e4ce0a,Interactions,4af19aa4-3b76-4948-8da0-22e17dc455ca,6105,1,0,2,13,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,54bbc198-ef34-468b-8d9b-d2afb3fcab5e,Interactions,d6c43623-7498-4ccc-b455-032cd5f22fa1,1824,0,12,1,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,172dc77f-7273-444f-b251-fe95256e687e,Interactions,51feeda0-8f9b-4c67-8442-0863406a76f3,273,1,9,1,3,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,13233489-90b6-4bdf-a6bd-131df1693611,Interactions,94cb594c-02f9-4d4c-ae5d-8c6d0a149fd1,877,0,15,0,3,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,a21ebd7e-1678-400d-9493-95db39c3b5d5,Interactions,d2572dab-ee56-40f1-b3db-9662ce5a6a43,4945,1,6,0,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,e06bd4f8-b267-4079-aa48-955b32f22503,Interactions,709a2532-0d16-4d07-a848-e4959953189c,3381,1,3,1,1,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,2a2dd340-bcb4-4963-917a-7f69a5cdb0d5,Interactions,79010661-1fca-4fad-a2b9-36867c258bbd,1429,1,2,1,5,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,b3e85bab-5d65-4ef8-b7f3-c6ce902df88f,Interactions,2e9d8bd5-5610-4fe7-814d-7abdddacc73a,2464,0,0,0,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,7886c63e-a8d0-494a-ae84-cced28071728,Interactions,1e51b8d5-31fe-47d6-9054-75395d2ff133,932,1,5,3,11,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,212a84bc-ea57-445a-ba97-6f98d35ceb10,Interactions,07e45025-b91b-45c8-97f2-718bf39e8dd1,2795,1,2,0,8,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,c44f8791-6340-495c-8ff9-cfeeb1c10526,Interactions,a013f57c-56d0-40ed-bfa0-85076844a97a,4834,0,0,0,1,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,eb40a704-ceeb-4ef7-9c44-9c18ee19748c,Interactions,64f1a2a8-bcdc-4e79-ac81-8e8cb1663e60,206,1,5,0,7,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,2e79367f-2caa-4f39-90d8-d9e341262b46,Interactions,f663c78f-7e9c-4812-afe8-e515931e2eee,536,0,3,2,16,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,dd51b0d7-8cb3-497e-b265-f17c3d1b37cd,Interactions,2bef29b2-ff6d-47ea-a91c-2700a53b6d79,2838,1,4,1,0,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,8a586a4f-d9d3-4b5a-99e5-cb78bb972065,Interactions,c935038d-f29d-4a44-ab45-b1115fa9d53c,1970,1,3,0,5,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,c9aa4e37-cb31-4ab1-a2f1-d241dab5894e,Interactions,8e9ec308-519b-4ac6-90f8-dfd01b36f372,2024,2,1,2,19,1
221755d2-86f3-4cb9-b0cc-a1296feb8365,bcf6c47a-1565-44f5-a1a0-5221b346f676,Interactions,b666d029-bfba-4c32-a59f-35858c62c0be,2458,1,1,0,1,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,c0763f37-8f81-4412-b5eb-0165695b0614,Interactions,1c44ef15-aa8e-41aa-b47a-fd16f5c82455,2687,0,2,2,4,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,98c84454-c995-4840-bb3d-0b24b3754427,Interactions,7a815138-cf26-455b-ad89-47e1fb6ddfe9,3297,2,1,0,0,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,7ffdd3d4-f156-41b0-b721-90854d6a72c2,Interactions,3f67fd4d-97a7-49fb-9615-478f44331dac,2295,0,9,1,12,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,edb94498-df43-495c-ac60-2859ee87ec3c,Interactions,c2c7dcb5-30da-4ad2-9bad-12ad3c3e15d0,385,1,4,1,8,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,a641840b-33a5-48f5-aaf7-06f8a29541f6,Interactions,a3a67565-195c-4789-858c-8dc9378c2763,3393,0,5,0,4,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,19c16de9-424c-4175-9ae1-b26e9e713bb9,Interactions,9129748e-b927-44f3-a54a-57cef3163104,3187,0,2,2,6,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,9b2ec6b2-793f-4960-82ac-5b99f1d7acee,Interactions,92290be3-508d-49b3-80df-68b8881aba2e,3413,0,7,0,2,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,dc4d6ae0-af87-4552-a8b3-37f6f7895ffa,Interactions,586cab75-fa69-4071-b7e6-f2005dc3972e,1715,0,0,0,9,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,6c7c2119-35ae-46dd-bd67-b38e795fd500,Interactions,1a218cde-5f1c-4bbd-9365-f9e447252287,1322,2,3,0,0,0
221755d2-86f3-4cb9-b0cc-a1296feb8365,6df2bb2f-c982-4d2a-9b57-cec0f129d88f,Interactions,899af0c7-e949-4aea-8cbc-4da688533d29,461,2,11,1,5,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,0eaeb4f8-5643-4933-a996-98c6eb93c709,Interactions,8ee0c6c8-ebd2-45bf-b454-c52c89ac0d62,5912,2,4,0,0,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,88ec0175-5908-4bfd-a0e6-1e9cd5dea628,Interactions,8a2101f1-40ba-4f06-92a8-2a0a8b8b50fe,146,1,10,0,10,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,6eae5017-7184-4efd-a960-ad6e2337a66b,Interactions,587924ff-2274-4792-a438-b32a1b6bb4e2,4143,1,3,0,5,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,01a7657d-00f8-40d1-8e55-1e7cda8007b3,Interactions,e27517ce-58e2-4196-8ca3-5e43fcd2a215,4700,1,7,2,7,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,a28e0dbe-4005-42ce-8c6f-996360cb152d,Interactions,6ef5ca67-cdfc-4de3-9252-2e9605c62038,196,1,8,0,6,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,548e0beb-b2ce-4982-90bf-f30bdbed0221,Interactions,cd5cfd81-a250-43cc-b7ee-79394b2c846e,4002,1,0,0,8,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,26a49e29-36a5-40d9-91ba-5153feac8706,Interactions,b21bcf8a-c4df-433c-9a8a-5f968a0ee3cb,2699,2,4,1,1,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,0b72963a-a419-4b5c-bb1b-800b2b360309,Interactions,58d81185-ef0f-4b4a-92e9-6334e3a74e53,1533,0,8,1,0,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,f19fb17b-a524-4eed-9aab-75329bbf595a,Interactions,2fa00886-ec16-4fb5-bc8c-f72dbb92a80d,2315,2,4,1,0,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,5cea3178-820c-4ec0-bf39-9a94f978641c,Interactions,132e0529-7927-46e1-8259-3e06f0f12c59,2677,0,3,1,0,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,512d9848-9bad-4a9e-82cd-a33c3fdad006,Interactions,e958a27a-89ba-4e96-846b-367a59373f14,2740,1,5,0,12,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,8556c948-6118-4cd7-b537-d91e9823419a,Interactions,874f5b55-4c1f-4883-94f7-c173cea1c7c3,1774,0,0,1,6,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,010fa67d-eb6d-4517-b427-fdc5d0bf0dcd,Interactions,b2bb0e49-8553-41a8-81d2-b78abe333daa,3427,0,6,0,5,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,d2d8cdf8-195c-4195-ad3a-0cbfa4e8d785,Interactions,8cb8522c-877b-4332-968f-4748698bb42b,2849,1,3,2,6,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,99ed8650-a232-46dd-81a1-590c248bd157,Interactions,cbf03509-5571-4987-beb6-c9fff31ba8cd,14,0,4,3,8,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,a3d8c436-2a6a-4c8e-9671-1a8f4de1e5be,Interactions,00add2ed-0a3a-46af-b4c1-9437294673f8,966,1,4,0,0,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,398e8634-36d9-45d2-9d44-ace1cb53bf5e,Interactions,781b3852-f57a-403a-ae9f-6089012c2829,4085,3,5,0,11,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,059e8426-b786-4f70-8a55-aa217fc79050,Interactions,8482f347-75d9-4de1-8ad0-84cd01c8a826,781,1,9,0,6,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,62cc48c9-299b-420e-8e49-44b8f417e6d8,Interactions,815c3c15-207a-48a9-8798-a441c68ee0f0,3181,0,13,1,1,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,31c4a3c2-d474-40db-a357-ea94339a36cf,Interactions,898a9074-7e6e-40b1-8256-7239de63c49c,1378,1,3,2,6,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,d88e0922-ea1a-40e1-a67c-96521cb18b40,Interactions,a249e180-1ec1-4b4b-9640-aab3081c70a8,2084,0,4,0,12,0
4dffbd7b-daa4-4621-ad5d-020e45b5f941,53dc2e9a-e158-4157-a400-8f98a6d5c42d,Interactions,3d824d11-3440-467c-9013-cd41486d0b03,4082,1,3,1,5,0
48b93650-705d-4220-be59-18cf60bf9a2e,bf371713-6020-4477-b04e-04fd58b83424,Interactions,94abd66e-23c7-446e-8dfc-ba037a00c178,2502,2,0,0,5,0
48b93650-705d-4220-be59-18cf60bf9a2e,cbbf0a9b-cef6-43e8-9061-f399b8e8a82f,Interactions,26065455-bbd9-49f0-88cb-613488f464ba,1580,0,6,0,0,0
48b93650-705d-4220-be59-18cf60bf9a2e,0f468eae-6764-4631-a261-df33bacda8cd,Interactions,9ae22dc0-c9fa-4a03-8b3e-1c5c3e560d6f,509,1,4,2,1,0
48b93650-705d-4220-be59-18cf60bf9a2e,a17907a3-f9ac-477c-a100-2930d97b3618,Interactions,75fed839-0fc6-4b19-81d7-ce0f3f440605,338,2,6,2,6,0
48b93650-705d-4220-be59-18cf60bf9a2e,69b7a9f1-907c-4505-9492-3fb03f00d402,Interactions,ce617afc-f9bf-4b8a-b207-20819aebdaff,935,0,1,0,8,0
48b93650-705d-4220-be59-18cf60bf9a2e,17fbe3c8-5109-4397-9fa3-6ed6ca0dc7f6,Interactions,caae3898-5b6a-456d-a690-7d8fa05d1312,6431,3,7,0,4,0
48b93650-705d-4220-be59-18cf60bf9a2e,d4aaff9f-f3cb-4193-8ae4-406058b67602,Interactions,0f82cfc7-4b6a-4a9e-960a-e9d89dd92d88,3853,0,2,1,0,0
48b93650-705d-4220-be59-18cf60bf9a2e,5b9599b8-6ade-4b5f-b3ae-d201103a55e1,Interactions,c6d95b62-e053-41d4-a90b-1cc5bc51751a,5250,1,0,0,4,0
48b93650-705d-4220-be59-18cf60bf9a2e,086f5eec-0bec-4d4a-af88-3ff9bd39cb6f,Interactions,543c1830-c24e-4eab-a59b-65f2bcd274a9,4481,0,4,1,8,0
48b93650-705d-4220-be59-18cf60bf9a2e,87638013-e44d-4008-9d9f-c1c8fa252a40,Interactions,15496607-0f9d-4de3-8626-ea130b82cf47,4271,0,1,0,4,0
48b93650-705d-4220-be59-18cf60bf9a2e,d97d7369-5ba1-4509-aae2-3a7f081478be,Interactions,54040273-0109-4073-be02-4194d67ec36e,1512,2,12,1,3,0
48b93650-705d-4220-be59-18cf60bf9a2e,56f35010-9dc0-4817-96be-9e2321228a6b,Interactions,3885bb59-a7d1-4179-b4f0-bddfb30e3c14,3318,0,1,1,9,0
48b93650-705d-4220-be59-18cf60bf9a2e,ea047d0c-b47a-4ea7-a309-37d18b984900,Interactions,7166573d-6f02-4ad3-a5d6-1c79ec410828,476,2,2,0,9,0
48b93650-705d-4220-be59-18cf60bf9a2e,4a8c63f4-d2df-497d-958c-3d58d11f0bc8,Interactions,1a018e41-b3d7-425a-a719-6e5cd5810ff5,5377,0,4,2,10,0
48b93650-705d-4220-be59-18cf60bf9a2e,49e61985-ecd4-408c-b5d6-9deff035da2b,Interactions,fdae1ad9-72b9-4bb6-b122-7f385c51ab74,691,1,9,0,11,0
48b93650-705d-4220-be59-18cf60bf9a2e,65cc05a2-c2ce-4af5-9500-c648a97a5b69,Interactions,c136110e-38e4-4db9-a4b4-d5cc9819c8cd,3872,0,3,0,15,0
48b93650-705d-4220-be59-18cf60bf9a2e,85e81fd5-35b6-4793-b00d-7b17b324fcc3,Interactions,84c23bd0-b973-44be-bd21-6ed2ecea7c8f,2696,0,6,0,4,0
48b93650-705d-4220-be59-18cf60bf9a2e,12c6b842-5f48-41c7-981b-726a31c59ed8,Interactions,a9082610-af08-4591-b141-f619d23292a9,1223,1,3,0,6,0
48b93650-705d-4220-be59-18cf60bf9a2e,173c40df-4ed3-4dd8-8957-bed5cb9aab78,Interactions,00f1e333-69f9-4f1e-a0a2-a6dae5338447,583,1,3,3,2,0
