~id,~label,playerId:String,status:String,joinedDate:Date,lastPlayed:Date,ea_reputation:Int,ea_altruism:Int,ea_duty:Int,ea_mischief:Int,ea_malice:Int,ea_atrisk:Int,stat_totalSkinPurchases:Int,stat_totalCurrencyPurchases:Int,stat_idleMinutes:Int,stat_marketingEmailClickThroughs:Int,stat_lastChatTimestamp:Int,stat_lastGameSession:Int,stat_lastGameSessionLength:Int,stat_longestGameSessionLength:Int,stat_shortestGameSessionLength:Int,stat_medianGameSessionLength:Int
17fbe3c8-5109-4397-9fa3-6ed6ca0dc7f6,player,hhammond,Active,2017-05-27,2020-12-05,-7,7,0,1,0,0,16,944,301,13,1618172405,1623276745,183,445,3,77
4bf36fe9-03a5-4f22-8f06-0c7628f0c37c,player,qbennett,Active,2018-09-12,2021-06-03,-8,1,1,1,0,1,15,1268,353,13,1619266439,1620865761,211,565,8,86
a9527d5f-144c-4362-9d11-585575d9f0ee,player,michaelpark,Active,2017-11-11,2020-04-30,-43,0,4,0,0,1,16,891,380,18,1621246718,1620906903,235,472,6,49
27877548-2fa2-4b00-875c-87c0c4a75b8b,player,teresa57,Active,2017-02-15,2017-10-16,24,9,2,0,0,0,24,1031,451,13,1621515018,1621635313,184,475,9,62
f68eeb6a-bc9c-4a3c-9028-e3979812c893,player,slewis,Active,2016-11-06,2018-09-18,34,0,0,0,0,0,17,965,231,14,1620184074,1621817541,205,362,7,74
1dd92045-a55a-4189-a97a-87f17c646203,player,mcguiresheila,Active,2019-03-22,2020-07-08,-9,4,4,0,0,2,21,1054,480,19,1621721186,1621022865,328,646,4,47
6c7c2119-35ae-46dd-bd67-b38e795fd500,player,qjones,Active,2017-02-22,2020-10-08,15,10,1,0,1,0,10,655,575,9,1621999988,1620395852,274,467,19,56
ff86a285-1338-4704-a568-159a323a25a4,player,craiglee,Active,2020-06-07,2021-06-30,4,4,3,-2,0,0,16,809,399,17,1619827375,1621342121,183,356,8,79
fd2467f6-8255-474b-a9ba-6b9cbf84f714,player,loriward,Active,2018-04-09,2020-06-17,-5,9,1,-1,0,0,19,1277,490,16,1620033334,1622893881,210,404,6,57
3408863a-7b29-4d02-996a-61fc39a3fb00,player,lthompson,Active,2018-04-03,2019-07-15,14,3,5,-1,0,0,16,1047,328,13,1621860839,1621202417,151,521,4,56
a7b08d79-f24e-4819-8bc9-f69387e1d592,player,hessamanda,Active,2020-10-10,2021-05-11,35,12,4,2,0,0,23,891,277,17,1620998080,1621709229,156,386,11,62
ae43ef74-2da3-4a66-abd7-36819625fd42,player,icook,Active,2016-12-07,2018-05-03,-30,7,5,0,0,0,12,1005,291,19,1619713982,1619543318,304,301,4,64
895c9c5a-5a19-401c-b2f1-dca9f75876c0,player,meganjones,Active,2019-04-17,2020-01-07,10,7,0,0,0,0,21,942,420,22,1620918806,1621327245,206,310,12,65
4c4ef7da-c843-452d-bade-a4d2c629c83e,player,barnettbruce,Active,2017-04-09,2018-07-13,-28,13,1,0,1,0,11,1019,274,6,1622220096,1622467972,146,297,9,57
fb26e82c-0b34-40b1-9b19-53aedb69875e,player,billmyers,Active,2019-04-14,2020-02-29,-4,1,6,-1,0,0,14,990,275,21,1621576260,1622695763,158,476,8,55
93905acb-17f1-4497-a971-4fb6c5b67d00,player,rmayer,Active,2021-02-04,2021-06-06,42,14,3,0,0,0,20,914,450,15,1621570634,1619808989,122,464,10,81
c698da52-09b9-46b1-a4b4-9509465e674c,player,robert92,Active,2021-01-20,2021-02-07,39,6,1,-1,0,1,14,736,292,15,1620461035,1620155848,119,624,18,53
e73165a3-293d-4a9f-a482-0e69e7dee580,player,joshua69,Active,2018-11-17,2021-02-10,-5,11,1,0,1,0,21,1178,460,17,1621214706,1622243733,76,490,11,56
d7a3dce7-a5db-4bc7-a309-d0bf10a79638,player,milesjoshua,Active,2019-01-21,2020-09-30,0,10,0,1,0,1,23,712,603,9,1621373075,1622074215,269,506,2,68
47b190e4-ac10-49f3-95ae-edfe2cf848f3,player,baileymary,Active,2018-07-03,2020-08-02,-10,11,4,2,1,0,18,979,289,15,1619986090,1621527327,122,656,13,58
f25072d4-19dd-4b88-9046-f6156c9cf444,player,oscarsmith,Active,2020-08-10,2021-01-10,19,11,1,0,1,1,20,1341,363,15,1621654672,1620888837,204,593,12,40
0619996d-510b-4905-96be-1713a76acfcd,player,roy72,Active,2019-12-07,2021-04-08,12,3,1,-1,0,1,8,1107,401,18,1619238138,1621072232,141,394,18,72
5aca1e44-7253-46ac-83e7-b1c30472ebdd,player,lmoore,Active,2019-09-02,2021-01-22,-11,3,1,0,0,0,15,831,463,14,1621140803,1620965800,125,575,8,66
77f0eea2-6dbb-4d63-8abd-b4f85e5c2b03,player,jamie89,Active,2020-06-01,2021-06-04,-8,4,2,-3,2,0,7,777,240,5,1623292009,1619790079,191,598,2,55
4ea0e56d-76a4-4701-b180-079d2323c14f,player,solisjessica,Active,2017-05-29,2017-07-09,-4,2,4,0,0,1,16,910,572,16,1619384527,1623678220,282,522,11,70
818e9abf-6ac8-43b2-8010-546258341a61,player,tanya71,Active,2017-09-19,2021-06-29,29,25,2,1,1,0,9,1289,326,10,1621540652,1621929846,276,252,16,65
4cec6032-046d-493e-a15d-fc71d24d27b4,player,tina44,Active,2021-06-26,2021-07-04,-5,5,0,0,0,1,14,1190,445,12,1620292252,1623432877,332,475,8,41
c271c351-4189-48e1-be26-d745ec887baa,player,anna84,Active,2017-02-21,2018-11-16,66,1,0,0,0,1,22,1140,535,16,1619872732,1621750290,71,456,12,54
2063e10e-a6c9-47f0-b5a8-aa6a7cfd6ea4,player,william57,Active,2018-10-20,2019-02-28,7,20,5,0,0,1,15,1004,158,18,1620468419,1619659220,216,465,3,63
554e2e22-a8d2-4999-ac09-83d579e22beb,player,hollowayjonathan,Active,2017-09-09,2021-05-23,16,1,0,0,0,1,18,859,372,19,1620919335,1621211964,201,431,0,50
56adcc34-e339-4f3d-8370-0966b844b44f,player,fosterelizabeth,Active,2016-11-24,2018-09-03,26,9,1,0,1,0,16,697,350,13,1620336841,1620960916,172,435,3,81
6a31c67c-a2bb-4cfd-b42f-fa8b0fa277b1,player,vickiblack,Active,2020-03-22,2021-04-26,17,1,4,0,0,0,11,986,189,14,1620559831,1620629085,221,450,3,57
42cb0872-97f3-4ba1-83df-32f737b08e58,player,anthonysusan,Active,2018-10-01,2020-10-24,58,7,0,-2,0,0,17,1005,338,15,1623941930,1617998250,205,365,9,49
31e33f8d-1a46-477b-a65d-f8f957ab61de,player,michaelmiller,Active,2016-09-05,2019-06-30,31,5,0,1,0,0,24,976,474,10,1623185305,1621251631,222,382,1,48
f19fb17b-a524-4eed-9aab-75329bbf595a,player,franciscoporter,Active,2017-09-18,2021-06-12,-7,9,2,0,0,0,13,1040,258,25,1620847037,1621090992,233,634,11,59
81f11ff0-85a6-42eb-a7cd-8a014f282743,player,thomasstacy,Active,2018-08-05,2021-07-09,-1,18,2,0,0,0,25,1004,256,13,1620042743,1623342108,180,424,2,61
799cc418-35e4-4485-8157-2e6790b65c61,player,robinwebster,Active,2019-11-14,2020-07-24,-21,0,1,1,0,0,14,861,484,18,1622078711,1620258987,181,551,8,59
9eeb4f52-ed77-424b-ad91-aed8652e5fcd,player,jeanettehoffman,Active,2021-01-28,2021-05-26,49,0,1,-1,0,0,13,1221,355,11,1620464450,1621627566,209,550,9,55
f02171ec-ae82-4105-84ec-4a114e12b685,player,ewilliams,Active,2019-08-31,2021-04-14,1,23,4,-3,0,0,14,921,387,16,1622365681,1620102956,177,240,10,54
88a6e2db-bf66-4d4a-82b7-ce445110ac3b,player,mmercado,Active,2017-02-16,2019-10-20,-24,10,6,0,0,0,11,705,445,14,1621071381,1622675583,143,394,10,55
1fb3bccc-37b0-4f0d-830b-359656caa675,player,cindygonzalez,Active,2020-12-16,2021-05-12,-8,13,5,0,0,0,17,1098,421,10,1621130668,1622920274,124,502,15,59
d4e2fa1a-695d-4b8f-9c77-4e348e6c9b42,player,browland,Active,2020-05-03,2020-07-04,-52,21,3,3,0,0,12,785,624,13,1623024114,1622091930,176,258,10,80
882f6381-e505-4c17-b981-90a9e4b3e6f9,player,ronald52,Active,2020-08-29,2021-05-18,-18,10,4,0,1,0,13,932,398,20,1620139333,1621424490,205,673,8,76
770c8261-dba2-469a-b489-945924555db7,player,heathernorton,Active,2019-07-23,2020-10-24,3,1,4,0,0,1,18,872,358,13,1622432574,1622749438,283,395,3,53
fb3cbb71-7031-418b-af00-2d91b8d3c14a,player,robert10,Active,2018-05-01,2019-03-02,17,8,1,-1,0,0,18,885,449,17,1622539110,1620356944,135,364,12,66
37b1b7a2-3f21-4983-8269-9aef396dbd21,player,warrenanderson,Active,2018-09-10,2021-06-17,18,18,1,0,0,0,18,839,170,8,1621339915,1619102512,263,378,14,59
4c6123b7-f1f7-4ca1-b1ff-67e9cbaffa1a,player,mayscarol,Active,2019-08-08,2020-11-14,13,8,2,0,0,1,10,943,566,10,1619493317,1620897063,277,434,10,50
4b32fadb-58af-4259-8f92-eadf31695cbb,player,keith65,Active,2018-07-08,2019-09-24,-35,8,0,-3,0,0,6,1011,412,14,1620436506,1622442489,97,510,7,66
67e56f40-651c-40c6-b97c-f346cbdc2fe6,player,lambrandy,Active,2018-10-15,2019-04-20,-47,17,1,1,0,0,16,1214,364,15,1622971482,1622941176,100,506,10,76
1b680ab1-86c4-4f19-8321-54063d4db44b,player,grimesamanda,Active,2019-09-01,2020-10-22,-24,7,2,0,0,0,5,682,450,15,1621393402,1620307146,208,388,8,60
a4f42f95-970c-4f2f-8640-233168195fb2,player,marcocox,Active,2018-11-05,2019-08-05,-15,0,0,0,0,0,9,564,366,14,1620493718,1622179909,169,176,0,60
c610cd7e-93e5-4d83-8ab1-78f85efb2b1e,player,kfrey,Active,2016-07-21,2021-03-05,7,7,1,0,0,0,15,1221,401,14,1623666168,1620685638,274,311,10,78
48256b55-ade2-49e8-acd4-149597329bf3,player,callen,Active,2018-11-07,2019-08-04,16,5,4,3,0,0,13,1049,311,11,1620229294,1620358874,128,805,10,50
2ef10012-5918-42bf-b169-30a765e3b1d5,player,sonya96,Active,2021-01-13,2021-04-17,-2,14,0,1,0,0,16,1313,653,9,1622806913,1620812624,292,428,17,72
14aba430-4d72-4b41-b6af-bac0cfa9a0b5,player,gclayton,Active,2020-04-24,2021-02-07,26,10,0,-1,0,0,8,844,251,16,1620738364,1621246621,135,558,12,65
89e9d733-4f01-47a6-bb38-f2a2068edb70,player,reevesallison,Active,2019-12-10,2021-03-04,-27,4,2,-2,0,0,16,602,465,16,1621112345,1621329018,221,521,5,68
78d903ae-8cd7-4431-b788-eaa713f180b4,player,danielharrison,Active,2017-05-07,2019-09-02,-26,0,4,1,0,0,21,1012,352,11,1622954156,1624413481,200,329,21,66
d08c813b-d628-4dc1-9708-c512f03bed99,player,lindseyscott,Active,2017-02-16,2019-12-24,5,4,0,0,0,1,10,712,279,17,1621283067,1619808170,183,225,0,58
49e61985-ecd4-408c-b5d6-9deff035da2b,player,tfrye,Active,2020-12-19,2021-05-05,-11,4,5,3,0,0,24,1318,635,10,1623169152,1621071305,192,526,11,53
ee3fb65f-ad67-4190-8668-0d51dc32c73e,player,mkelley,Active,2020-07-19,2021-04-07,-37,15,0,0,1,0,11,985,342,15,1621274820,1622270629,118,429,13,65
0e278f68-9b59-49fa-8442-bbce8da70d99,player,cflores,Active,2020-12-27,2021-02-06,64,10,0,0,0,1,15,1240,310,16,1622053763,1619191194,155,526,0,50
8745e769-9759-43a3-88f4-2b2fb9ffdd8b,player,mmiller,Active,2018-01-08,2020-08-09,-32,0,7,0,1,0,14,1100,402,11,1619309570,1621985645,233,405,9,58
df286a63-2777-4e0c-9a64-00e7dae2af67,player,gerald43,Active,2018-10-11,2018-11-25,4,8,2,1,1,1,23,877,277,12,1622195325,1620122444,252,544,7,63
484f8038-032d-4cdd-990a-35e07714eebc,player,tarastewart,Active,2017-05-16,2017-07-25,-5,3,2,2,0,1,26,1148,326,19,1622413685,1620217512,217,556,9,65
e3c53d07-3362-4273-a581-a53f5f6e8654,player,romanjorge,Active,2019-04-11,2020-09-20,8,21,5,-2,1,0,27,829,381,10,1622075778,1625330394,219,731,15,53
a28e0dbe-4005-42ce-8c6f-996360cb152d,player,tina69,Active,2017-12-09,2019-07-15,-49,15,1,0,1,0,22,1423,429,10,1621067330,1621936310,178,419,9,52
c759dbb3-7807-4307-a75b-3e58f1a7fb62,player,msmith,Active,2018-12-09,2020-04-13,-12,2,0,-2,0,3,11,1195,378,11,1620812880,1623217307,190,387,8,63
d1b416ae-c55c-4414-9848-4b08a8d3fd87,player,ericmccall,Active,2018-03-06,2020-10-08,7,14,0,3,0,0,11,1009,270,16,1620913463,1623336671,119,644,13,65
b036605d-d1c8-40dd-8ebb-ad19cfc09c30,player,alawson,Active,2020-10-17,2021-02-24,-10,0,0,0,0,0,19,1167,279,16,1619986630,1620121519,321,256,6,53
17cd2032-226a-4e82-81ad-28db80755cd6,player,lisa66,Active,2018-09-25,2021-03-05,-4,18,1,0,0,0,9,698,496,19,1620863097,1620581728,174,432,8,69
bc7e1007-1749-4229-83aa-3ba405dccfa2,player,sedwards,Active,2017-11-13,2018-07-25,-13,2,0,2,0,0,14,849,283,12,1619333515,1620801444,158,495,12,67
c7f4f0f8-18f0-470f-8b23-9bc1abe501dd,player,omoore,Active,2021-06-05,2021-07-01,-20,6,1,-1,0,0,15,841,313,17,1621724549,1621366848,143,370,20,59
445b1f03-d268-45a4-9a88-7231f1a9b984,player,courtney36,Active,2020-04-21,2020-05-09,38,7,1,-2,0,1,15,905,390,10,1621163184,1620195403,155,582,13,57
234b12db-b345-4ca4-8b7c-c6ad8f026aac,player,tchan,Active,2017-01-22,2017-08-30,-26,4,5,1,0,0,8,1316,293,17,1622365577,1623651262,196,258,6,57
87d81de4-bb7d-4ebf-9147-652113d24797,player,margaretjames,Active,2020-08-27,2021-01-21,15,0,0,0,0,0,15,1232,233,16,1620405270,1622991422,122,383,8,69
ec712839-435e-4ccd-bdae-aac04a95a99a,player,heathercollier,Active,2019-04-23,2021-07-07,-7,9,2,2,0,1,5,718,560,19,1621725814,1620440936,118,255,13,41
0386f82c-9a1b-4ff9-90dd-7756839218a7,player,rshaffer,Active,2017-01-26,2019-08-24,29,6,0,0,1,0,19,1126,346,16,1620481804,1621778901,197,453,15,70
bedfe4c3-2a52-4c72-bb9d-a41e527ec719,player,marshwalter,Active,2017-09-27,2018-05-13,28,18,0,-1,0,1,12,929,234,16,1620831611,1622981438,276,453,8,63
73afa8f6-4fed-4edf-8c99-f1a6cda8c84b,player,hpatterson,Active,2017-09-09,2018-12-21,-5,6,2,1,0,0,17,1078,409,17,1619852938,1623307617,213,391,7,64
faf2f099-696a-47e5-8934-5314ff52d2aa,player,freemanlaurie,Active,2017-08-29,2018-10-17,0,1,1,2,0,0,14,1200,310,15,1622373503,1622804116,212,536,10,60
3633530b-9dc1-4ccb-bb67-351a22a59d73,player,eheath,Active,2018-11-24,2020-03-28,-12,9,0,0,1,2,14,683,661,10,1619693696,1620845114,207,403,18,59
2f68d6a8-acc1-4491-bd2d-42db0744f978,player,camerongonzales,Active,2020-04-15,2020-10-25,40,5,3,0,1,0,22,1264,102,19,1622347375,1620456620,46,363,13,79
d539dcdc-a876-420b-b1f7-074adf5df8ed,player,adamseric,Active,2021-04-20,2021-05-16,-20,3,2,1,0,1,14,848,280,14,1621685413,1621811693,237,625,3,75
6093142b-4bf9-4722-b923-3a2c4f8ef274,player,tiffanymcgrath,Active,2018-03-27,2020-08-13,-18,7,3,1,0,1,19,1018,490,23,1622521382,1620640770,130,361,1,74
49140eb7-6eab-43ee-bf76-30bf8de53721,player,samanthacooper,Active,2020-01-15,2021-06-25,22,24,1,0,0,0,24,1414,221,11,1620214930,1620413851,157,482,5,58
e0605413-4cb9-42c5-93ae-3a2e2e70d7c2,player,stonemichael,Active,2018-02-25,2020-11-16,18,12,1,0,0,1,10,1010,342,13,1622846467,1621556815,173,593,9,77
36cdbf1b-6a91-49ce-aab3-a0fd3ca1347d,player,megansmith,Active,2019-08-13,2021-05-08,0,4,0,0,0,0,16,1085,522,14,1621226556,1623660299,55,475,6,57
4b9929d5-4d38-4c4d-8efd-7d7fb5482207,player,wyoung,Active,2016-08-14,2020-02-22,17,26,0,0,0,1,4,1194,409,22,1621908145,1621058092,224,555,14,81
a17907a3-f9ac-477c-a100-2930d97b3618,player,vcrawford,Active,2021-06-26,2021-07-08,5,17,4,0,0,1,12,963,241,18,1620510617,1622845940,84,331,16,60
69d64d34-cdb7-4159-b649-9be5149558a3,player,katherineingram,Active,2021-04-27,2021-06-13,9,18,2,0,1,0,18,1036,250,16,1621043062,1620255331,253,446,10,69
7f21775f-811e-4575-9c72-7aec5dd1ea95,player,taylor00,Active,2019-01-04,2021-06-02,5,6,5,0,0,0,12,573,528,9,1620574362,1620771686,163,604,6,63
51c2e41c-1129-404b-b5b0-9fbbc99b47f4,player,bradshawshaun,Active,2018-08-10,2020-04-14,-33,12,3,0,0,0,13,855,363,17,1621860575,1621738649,287,397,5,53
6d2793ec-77df-44e5-a963-1fa262ffdf30,player,bclark,Active,2019-11-09,2020-02-03,2,13,1,0,0,0,8,784,251,18,1619536429,1620164222,127,518,5,38
d9025f6e-a499-43d5-8a9d-d03fa17f8048,player,lthompson,Active,2017-02-20,2020-04-09,29,4,0,0,1,0,10,1139,375,13,1621630957,1620967961,92,602,13,49
21d60724-843c-45c0-a7c2-1521b0503f71,player,juliehall,Active,2017-01-23,2021-06-03,30,17,2,0,0,0,14,1159,252,16,1619741927,1619263861,170,698,10,70
09d8444f-e6c1-4a18-b096-6e7987809294,player,rjohnson,Active,2020-10-17,2020-10-28,-1,2,2,0,2,0,6,1437,440,15,1621727707,1622568487,222,555,9,58
e07c4857-e11b-4984-a33e-e139afa7fd50,player,william48,Active,2016-09-03,2017-01-21,-4,0,3,0,0,0,20,802,252,16,1621048744,1620763920,226,681,13,63
777d6e0d-56db-4971-a81d-f230f0b5ada0,player,barroyo,Active,2018-12-23,2019-10-02,-27,11,4,1,0,0,21,1134,175,19,1620865088,1619650227,204,531,16,52
07838562-c606-45ef-9c12-7ee726602af9,player,melissaburns,Active,2017-01-18,2019-07-22,9,9,4,0,0,1,5,1011,283,13,1621845499,1620737005,182,382,9,62
2ba06f9a-d237-4c87-bf7c-3b18558cdc00,player,seanthompson,Active,2017-11-23,2019-09-02,-23,19,4,0,0,1,9,1047,269,12,1622068548,1619115142,267,528,18,50
cf3c958e-14e3-42ba-8007-cd19fd687d36,player,alexa04,Active,2019-04-20,2020-03-03,-9,8,2,3,0,0,11,825,282,10,1621140997,1622039009,313,587,22,61
dd7a1af3-ee77-48b2-8e80-c1a1cbe25292,player,jackiedelgado,Active,2020-10-10,2020-10-17,4,8,1,0,0,0,18,1030,331,11,1622271066,1622150708,181,452,0,58
ad05cceb-078b-4f8f-94b1-c3ae29378c1a,player,pmartin,Active,2019-05-30,2020-09-22,-3,12,3,0,0,0,18,1048,542,16,1621134355,1620894868,188,571,13,74
d31cab57-fdc5-4eb3-a1bb-fc54343ebe0b,player,molly19,Active,2020-02-02,2021-04-19,4,1,2,1,0,0,13,1430,509,15,1620200353,1624460238,102,522,9,64
97d8368b-9e6e-4b26-be46-37dab2ef1f24,player,tonya90,Active,2019-12-31,2020-12-08,-12,10,0,-1,0,0,13,870,232,16,1620238191,1620858826,222,571,7,59
bf35c79a-8b72-4189-9e17-72dfabaadda2,player,richardpeters,Active,2020-12-04,2021-04-11,19,13,1,-1,0,0,12,1015,301,14,1622984730,1621549304,95,381,11,58
d2eceba6-9893-46a9-afb5-02a9ffe9e808,player,dianagarcia,Active,2017-04-15,2018-08-21,11,12,1,0,1,0,16,829,51,15,1620895779,1620852969,246,518,0,63
07f9e053-22c1-4e4d-baae-9f161307ed32,player,danapotts,Active,2019-05-03,2021-05-20,-17,5,5,1,0,0,13,1244,379,10,1621731329,1622099393,300,573,20,50
8ff16056-c0eb-49de-8744-8f62a5fc01ed,player,melanie11,Active,2020-05-11,2020-05-19,-29,16,0,0,1,1,22,1247,242,11,1620531356,1622320201,225,289,1,70
9c200c1f-8500-462f-a376-9e523847a84f,player,benjamin93,Active,2017-06-11,2020-11-14,-12,2,1,0,0,0,14,506,224,13,1620524045,1621684721,203,517,5,37
5ac2f4ed-4e03-42d5-9230-9fc4d02fee14,player,lhaynes,Active,2021-05-27,2021-05-29,-7,20,1,0,0,0,16,881,411,14,1620881256,1622591735,200,569,10,50
d19e8e1b-e991-4093-b3f6-8f207d6e4a96,player,wayne96,Active,2019-03-02,2019-04-21,6,0,1,-1,1,3,8,1312,264,16,1623441583,1622159232,249,426,12,61
4b197f35-0194-49b0-8c72-36380f03ca69,player,michelle53,Active,2017-04-10,2019-05-07,-53,8,1,-1,1,0,14,1166,248,21,1620346611,1622149495,247,620,10,70
aab848b9-0a43-48d5-bd93-6189959aacc1,player,parsonsandre,Active,2017-03-29,2017-06-23,-8,8,1,0,0,0,12,1075,376,14,1620126592,1620311763,216,729,17,58
33ae5847-26c1-450b-91ae-ad7169e9d98c,player,angela59,Active,2020-03-11,2021-06-27,-33,13,3,0,1,1,19,1014,397,22,1619654429,1623299237,237,367,9,57
db46203a-ca4c-47da-9445-e566fac4801c,player,myerschristopher,Active,2017-03-12,2020-02-27,7,6,3,0,0,1,28,1079,302,14,1621577678,1620155020,172,388,11,63
bff84560-1dde-4dd1-be9e-4ac1c5882326,player,michael51,Active,2016-10-16,2017-11-21,-28,3,1,0,1,2,17,1219,386,11,1619132600,1619951676,260,582,16,60
c38269c6-b759-4f97-9ad7-7f5fba14cf87,player,shannonthornton,Active,2017-08-06,2018-01-02,8,0,2,0,0,0,12,928,307,14,1621158034,1620481257,204,504,8,66
25a50874-b50a-4aa1-8a00-7b4fe5d9f5ad,player,adamseric,Active,2019-06-01,2020-08-09,13,6,2,3,1,0,7,1169,306,9,1621554044,1620803701,121,318,2,63
aabd0d29-f5f3-4317-b7a6-27b25418bcb2,player,ggeorge,Active,2020-03-24,2020-12-28,-10,10,0,1,0,1,18,598,502,17,1621204607,1623684819,181,458,13,52
5f598289-2089-42e2-b72d-18a90408f9de,player,fisherleslie,Active,2021-02-18,2021-03-22,-8,2,2,0,0,0,12,1179,405,9,1622756063,1621207668,212,538,14,68
933be8d4-d046-4f8f-8fee-9b95c2b2c893,player,jeannejackson,Active,2020-03-15,2021-04-07,7,0,2,0,0,1,13,1381,214,14,1621572546,1621830179,101,509,13,76
e714621c-e084-4930-b0f0-49f1912c835a,player,nicolaswade,Active,2021-06-03,2021-06-21,-50,4,2,0,0,1,17,777,337,18,1624481005,1621682740,144,549,14,54
8825ce06-dabc-41e6-85f1-8a23bbf47713,player,ashley42,Active,2019-07-27,2019-11-06,6,4,0,-2,0,0,6,1109,123,14,1620956432,1622573387,176,361,9,63
ebc12e81-a2a4-40ce-a707-502c74654be9,player,christina34,Active,2017-12-13,2018-08-10,11,5,1,0,0,0,9,928,438,14,1622731005,1623666345,198,381,14,58
eb4f52f2-8caa-43d1-b7e6-ce66710a50c2,player,abrown,Active,2019-08-30,2021-07-03,31,9,0,1,0,0,15,1092,335,20,1621935540,1618704568,213,521,9,59
eec4b1c2-50b9-4d44-99d5-bd22252f4a73,player,solomondana,Active,2016-08-07,2020-11-28,-17,32,0,0,1,0,13,999,417,17,1620975249,1618556279,150,203,14,73
0eaeb4f8-5643-4933-a996-98c6eb93c709,player,gonzalezkristopher,Active,2020-07-28,2021-06-13,-29,2,5,0,0,0,15,1099,262,13,1621946982,1621166921,213,461,11,73
05334f83-1db3-421c-acf2-0cc109c87d07,player,rpearson,Active,2018-12-04,2020-04-08,-3,6,0,1,1,0,16,913,504,20,1619280249,1622287943,240,541,13,73
0b1a0d70-f51c-415b-8396-9859dedaa003,player,cperry,Active,2020-12-09,2020-12-30,22,4,3,1,2,0,23,1075,350,12,1622057872,1621919117,203,371,11,55
8efce1ae-0b1a-4565-a1ef-c2d064c88b6e,player,jonathan51,Active,2019-12-15,2021-04-11,-16,0,1,1,0,0,19,942,366,12,1619775724,1620227092,108,547,8,57
