~from,~to,~label,~id,action_chat:Int,action_sharepii:Int,action_partyjoin:Int,action_randomheal:Int,action_endorse:Int,action_report:Int
21fe8e07-119a-4801-84e5-f785f5d31639,ead91cb4-712c-4630-8c27-2c83a0cbb72e,interaction_edge,a2897a63-b814-4694-aeee-3274d4155a22,1175,0,5,1,5,0
21fe8e07-119a-4801-84e5-f785f5d31639,5d2f14bd-68e3-43bc-8f41-61fc40439abf,interaction_edge,6b32d94c-8b4e-4d2e-b0a0-30e14a1a75e5,1619,1,5,0,4,0
21fe8e07-119a-4801-84e5-f785f5d31639,f2210042-996b-4ca1-af79-04152b74bbee,interaction_edge,fe334186-7a51-451d-afb7-d43c6afed7fe,1961,0,8,0,11,0
21fe8e07-119a-4801-84e5-f785f5d31639,b53390f5-6124-4588-b04d-4537715af6a8,interaction_edge,0d353b46-7548-416b-858f-6515492a64bf,2964,0,7,3,3,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,0aa0f624-08e4-4955-bc56-38e80ea54c42,interaction_edge,0d4f37ce-4c1f-4ea9-b66e-7ca5368ba79e,1145,0,7,0,5,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,954a012c-a7af-4eaa-b87a-3254600b7aae,interaction_edge,d1558291-ef28-40a2-b6b7-d06b098f1f45,1192,1,6,0,3,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,118b0c76-37f9-4cbe-a280-2b92ea26872a,interaction_edge,b79f903e-61fd-45f7-95f1-f080d4ad236c,3559,0,5,1,1,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,d3df9f9f-168b-470e-b328-c014b3a6cb94,interaction_edge,4cee7eba-04be-405a-afad-7f317164f91c,42,1,4,1,1,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,65d84e26-700a-43ac-9e7a-fff7cd132f70,interaction_edge,d97a9a97-3689-4a1a-a4d2-7357255261d6,579,0,8,0,3,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,d87c6e59-6f54-4476-9e75-03087485fa6b,interaction_edge,52b1e615-8c0a-4620-97dd-82b50ecb9a03,1845,0,3,2,4,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,67318706-389d-496c-b623-e3a72d31ca8d,interaction_edge,48c51662-5d04-4082-851b-5384aadde47d,2588,0,6,2,4,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,beefb564-09c5-4f79-9ec6-34dfd1d90d7d,interaction_edge,884b347c-eece-430e-9372-7b4f3f06e02c,679,1,1,2,0,0
b783a4a3-3bc6-42d8-8ce8-b4f0b18e2f1a,6378176c-5c91-4ca5-bcc2-d27a2a9eed9e,interaction_edge,5bb22b48-879f-4402-adf1-2fdc7db1529f,4058,1,1,0,1,0
59b028d2-8389-495e-b7fa-2f2242e2c665,143fcfd9-2577-425a-944c-0a357557372a,interaction_edge,16127185-0620-4bdf-b449-ed956ae45881,2787,1,2,2,2,0
59b028d2-8389-495e-b7fa-2f2242e2c665,d87c6e59-6f54-4476-9e75-03087485fa6b,interaction_edge,642f3244-2a78-40a0-b3df-5a1aa0716e71,2393,2,12,0,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,9d1056e4-8a31-40f9-b7b5-cbe96a9992d5,interaction_edge,47ec00fe-aa97-4958-9b30-96154591888f,4338,0,7,1,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,d3477877-ed8d-43fd-9b65-a2cbfd6326ca,interaction_edge,68252776-a76f-4535-a53f-42a0cd086ffd,2548,0,0,0,3,0
59b028d2-8389-495e-b7fa-2f2242e2c665,472f7775-5bd5-406a-8e8a-10e29378a7e6,interaction_edge,02d06775-55a4-4c2f-b8ad-7543c7f54ccd,1318,1,3,1,0,0
59b028d2-8389-495e-b7fa-2f2242e2c665,7811ac87-f32c-437f-9019-a030b4449f55,interaction_edge,898f334a-c883-4af5-81c0-793df8db12fd,436,0,3,0,11,0
59b028d2-8389-495e-b7fa-2f2242e2c665,934e2128-fcf7-44ca-9a00-fb9d05d6c674,interaction_edge,7d66f909-9631-49c0-ac18-257baa90505b,989,0,1,0,7,0
59b028d2-8389-495e-b7fa-2f2242e2c665,74288628-f39f-4769-8096-2eb973b3096d,interaction_edge,1cc4c3d0-204e-4ffa-89c4-5a41adc48d62,4971,0,0,0,0,0
59b028d2-8389-495e-b7fa-2f2242e2c665,42cf4d83-b999-42cd-b17e-39411afa85ac,interaction_edge,d6b28fbd-7593-4f0b-a153-2f795450063b,4571,1,8,0,2,0
59b028d2-8389-495e-b7fa-2f2242e2c665,880585d0-3564-422a-8a37-cab636493eba,interaction_edge,5dd2b98d-c8f4-4353-a1d5-49ba569580b1,1174,1,3,0,9,0
59b028d2-8389-495e-b7fa-2f2242e2c665,d7205c89-08d9-4a52-b994-f6cf9b7cea7c,interaction_edge,daff2073-a8eb-4daf-a64b-d69329a61c6d,2288,1,11,1,1,0
59b028d2-8389-495e-b7fa-2f2242e2c665,0e9074d9-662a-4ed7-8f27-174311300830,interaction_edge,779c06d8-17fd-44c5-afa8-95f8b64bdb5d,1961,3,3,1,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,5df66a08-fc0e-403e-9f69-3c80aca7e72f,interaction_edge,ae9a00ee-89e4-46f7-ac70-80623035db55,672,0,3,0,1,0
59b028d2-8389-495e-b7fa-2f2242e2c665,f58034e3-721b-4e9d-8210-d7ab05d74fc8,interaction_edge,b196c6e9-9d4b-4dad-97e5-cda73863d3bc,1829,1,4,1,8,0
59b028d2-8389-495e-b7fa-2f2242e2c665,16ead700-4838-41f8-b273-ec717fa8489a,interaction_edge,6d1512a6-8958-41c6-9892-8285c267778b,4095,0,12,0,8,0
59b028d2-8389-495e-b7fa-2f2242e2c665,fb2c048b-61d5-4816-983b-1b72d2f1f00e,interaction_edge,90fd21cf-1508-4a51-a3f1-47ad5a92b3a6,3023,2,3,0,4,0
59b028d2-8389-495e-b7fa-2f2242e2c665,2f4d6da6-fe3c-40a2-b1a0-ba07ac29783b,interaction_edge,d39a757d-d70f-4060-b1e1-d4c94f2e5976,43,1,10,1,2,0
59b028d2-8389-495e-b7fa-2f2242e2c665,642ec5ea-80a6-4967-83f2-251fb2853525,interaction_edge,0b31a9ae-30af-4b37-90dc-6df7712f47f0,3609,0,7,0,7,0
59b028d2-8389-495e-b7fa-2f2242e2c665,530c7c2b-b6d6-4ab9-934d-12e1638550bf,interaction_edge,472bff47-64bc-43c5-9d01-fd0bdeb7c00b,2804,0,14,0,11,0
59b028d2-8389-495e-b7fa-2f2242e2c665,164b0d69-3a6c-4fe1-bc65-4db441e69d63,interaction_edge,1cbfe97e-6e62-4733-b57b-044a3ebad35e,1209,0,2,3,3,0
59b028d2-8389-495e-b7fa-2f2242e2c665,3dcdc11f-7098-4b8c-99bc-f7d62fd23910,interaction_edge,f23a9e15-52fe-456d-b49c-018341670e62,1144,1,1,0,4,0
59b028d2-8389-495e-b7fa-2f2242e2c665,65d84e26-700a-43ac-9e7a-fff7cd132f70,interaction_edge,37c55588-3b3a-4b92-a098-910033f8b84d,2396,0,2,1,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,2205b3f6-df3b-4c01-ba44-ebb4abda2d78,interaction_edge,dceef64b-1c41-49c4-9f1b-661c59abda47,5603,0,4,1,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,68a1d167-864c-460b-8732-fa5cb75fa0f4,interaction_edge,40e97671-d760-48bf-a4c4-7df60babeeb8,1840,2,4,0,2,0
59b028d2-8389-495e-b7fa-2f2242e2c665,228a30e6-87cc-438d-8dbd-80ddd31071ba,interaction_edge,24491c60-4464-4901-b7c9-2608421003b3,2717,2,1,0,2,0
59b028d2-8389-495e-b7fa-2f2242e2c665,d23749a5-a979-465b-826b-368b91c68fb2,interaction_edge,34072095-2b84-49b1-94c6-4fbd92c4d109,1863,1,5,1,4,0
59b028d2-8389-495e-b7fa-2f2242e2c665,22d72d65-d591-45a9-b6cf-0a4985cefbbd,interaction_edge,239bf0c3-1179-460f-ac0c-912600f61e42,2874,1,7,1,12,0
59b028d2-8389-495e-b7fa-2f2242e2c665,68fdaec9-b457-423c-8eae-277c02f51aef,interaction_edge,7e36745d-5507-423f-ae5c-507fde42a6eb,83,1,3,0,7,0
59b028d2-8389-495e-b7fa-2f2242e2c665,8ae4997a-d900-4f72-8ed4-74149d46ffc5,interaction_edge,aa156061-013a-456e-915f-b64788582d78,4213,0,13,0,11,0
59b028d2-8389-495e-b7fa-2f2242e2c665,fb46b4df-dca3-41c6-bacb-95d4855d76c7,interaction_edge,b950be4a-bc93-4b38-84ef-f6885909ef25,3191,0,1,1,0,0
59b028d2-8389-495e-b7fa-2f2242e2c665,767bd39f-800f-479f-a483-b96f8ed177c0,interaction_edge,927deeef-36e7-4080-a715-ca0f0c8659ba,1405,3,10,0,1,0
59b028d2-8389-495e-b7fa-2f2242e2c665,f9fee9dc-a2ae-4018-8458-a9c33e21fb1c,interaction_edge,22a441a3-5028-44e2-bc71-6f03360ae060,637,1,2,1,10,0
59b028d2-8389-495e-b7fa-2f2242e2c665,9f7ee8d5-c5ac-41bd-b193-57e71e5ac7c7,interaction_edge,beca688a-c791-485b-939f-a127272de883,1643,2,3,1,12,0
59b028d2-8389-495e-b7fa-2f2242e2c665,f4712390-003f-418d-b38b-06abe1c3f693,interaction_edge,5fcb6c26-f0f9-4871-9ef2-d509014cae47,441,1,13,0,4,0
59b028d2-8389-495e-b7fa-2f2242e2c665,c802d8e8-57c0-4137-8314-135e97665857,interaction_edge,03f7b064-0297-4c86-9fe9-b0138ede9724,2797,2,9,0,11,0
59b028d2-8389-495e-b7fa-2f2242e2c665,2df8f2f4-d95e-47c3-831d-e77e22718b24,interaction_edge,659e5762-d09f-4d54-bf40-be0c4d8fd7f2,420,1,0,1,11,0
59b028d2-8389-495e-b7fa-2f2242e2c665,27ab07c5-146f-4869-93ad-e613e66387e3,interaction_edge,fd1011b7-58d5-4a07-9260-64a40387f05d,927,0,7,0,7,0
59b028d2-8389-495e-b7fa-2f2242e2c665,7ef8e907-bc16-4dde-944a-0a1b69177679,interaction_edge,9e00a44a-b20c-4cef-9e6c-45e61147da7b,3279,0,1,2,5,0
59b028d2-8389-495e-b7fa-2f2242e2c665,df39fd16-8537-4ba2-a353-12c4a1332473,interaction_edge,954c59df-1ed2-4e18-8eeb-1d132d0b5679,3808,1,3,0,5,0
a2143216-9c3a-4669-8182-1a198bedb537,f4712390-003f-418d-b38b-06abe1c3f693,interaction_edge,ea3beea6-9e85-442a-a7f8-d0013dd23fb3,1640,0,6,0,6,0
a2143216-9c3a-4669-8182-1a198bedb537,6d917fa0-dc67-4b0b-9060-2b764f98d0f8,interaction_edge,f887c4ea-0e3a-449b-8638-5a1abe304f71,1159,0,10,0,2,0
a2143216-9c3a-4669-8182-1a198bedb537,793821f3-a636-470d-b8c3-f226341bf6ef,interaction_edge,c7a8b21c-b335-448f-856b-61f4f6228133,652,0,3,0,7,0
a2143216-9c3a-4669-8182-1a198bedb537,20b7d781-6f9a-4d20-b699-c139ada3b57a,interaction_edge,ff3d0c03-c83c-4a38-aa28-cabed27951ee,1970,1,3,1,2,0
a2143216-9c3a-4669-8182-1a198bedb537,8e898f38-5909-4fba-a8a1-a1f4ea8a58d4,interaction_edge,841f94a5-d95e-424a-8ee4-2ae5610b36dc,943,0,2,2,12,0
a2143216-9c3a-4669-8182-1a198bedb537,c6b2c2d9-1298-454c-a558-30d2573b978f,interaction_edge,9d9b0c97-7dec-42c0-a3d6-e4e01551431f,2612,0,7,0,0,0
a2143216-9c3a-4669-8182-1a198bedb537,b25b7e6a-6672-4bfa-9b6e-f42264f5a472,interaction_edge,a6df036a-475f-4e51-8b2e-a96ddd3d2c67,1652,0,5,2,0,0
a2143216-9c3a-4669-8182-1a198bedb537,377e956b-7c0c-4122-afd5-1a21e06233cb,interaction_edge,1777814a-90b7-4b7d-95bd-2f312cf4b50c,1684,0,0,0,3,0
a2143216-9c3a-4669-8182-1a198bedb537,b9cb1b37-ce98-4b91-90d4-3d5a1d5f4094,interaction_edge,b9d029fd-2fc5-4468-8c50-dc4131bb9b8d,3786,1,0,2,4,0
a2143216-9c3a-4669-8182-1a198bedb537,60ada934-b6db-4bb7-935d-b885cb5b69db,interaction_edge,b7294874-b519-4aa5-b087-832acea3e4ce,2844,2,0,2,9,0
a2143216-9c3a-4669-8182-1a198bedb537,091db824-63fa-44d4-84f9-28ce933082a6,interaction_edge,a7ecb827-9714-4a45-b916-0d2cf7c6fb01,6049,0,7,1,1,0
a2143216-9c3a-4669-8182-1a198bedb537,6baec9fe-1867-4ce8-84d2-0b734302b2be,interaction_edge,b6358932-e7f0-4126-b1e5-fdec53077f79,6105,1,0,2,13,0
a2143216-9c3a-4669-8182-1a198bedb537,de1ba517-9d02-4d10-b1d6-43fd8efff229,interaction_edge,b399e680-b7d8-46d4-a9db-e8d17ff52a1f,1824,0,12,1,2,0
a2143216-9c3a-4669-8182-1a198bedb537,5478ee58-65d2-44f1-9874-d1eac0d52a41,interaction_edge,02c1e450-bc48-484a-a34c-9241b83235fb,273,1,9,1,3,0
a2143216-9c3a-4669-8182-1a198bedb537,e0f2f5e8-96ce-47ad-96da-c1ad8264db4f,interaction_edge,faac6baa-0669-4767-bc1e-3243788e3a56,877,0,15,0,3,0
a2143216-9c3a-4669-8182-1a198bedb537,d7c05f2b-e411-4d82-991a-4ee05efd051d,interaction_edge,f3271746-587f-4f9f-83b4-61c10880c009,4945,1,6,0,2,0
a2143216-9c3a-4669-8182-1a198bedb537,31668fed-8a10-41a8-a8ef-23dde9dbbc5e,interaction_edge,10fef12e-c4f7-4a63-9fd9-3755cadc75e1,3381,1,3,1,1,0
a2143216-9c3a-4669-8182-1a198bedb537,aa3b4056-7a50-4b28-8418-8f6f0561aade,interaction_edge,b18c712d-f484-41ba-be5a-3ad786ba21d1,1429,1,2,1,5,0
a2143216-9c3a-4669-8182-1a198bedb537,55fcf026-215d-463c-9c3e-1fec9256e14b,interaction_edge,7e9d0452-063c-4ce0-82be-afe60b5bae79,2464,0,0,0,2,0
a2143216-9c3a-4669-8182-1a198bedb537,10758c97-fb3f-4928-85fc-741b7e3127e3,interaction_edge,df3b4e5d-c201-468e-ad71-d21098c02efe,932,1,5,3,11,0
a2143216-9c3a-4669-8182-1a198bedb537,d23480c1-242f-4a7a-a413-62f099d60259,interaction_edge,2a16eae9-0b41-46c9-a77f-69bc31b1cba5,2795,1,2,0,8,0
a2143216-9c3a-4669-8182-1a198bedb537,5bb48393-52fe-4a53-b29b-b6d35b442d7f,interaction_edge,4acf6293-90c9-473e-b3cf-6329e91805e1,4834,0,0,0,1,0
a2143216-9c3a-4669-8182-1a198bedb537,a6851b63-8411-4961-a250-6e6aa318b9ca,interaction_edge,1f4870a5-f554-4fcb-be96-4ba5f138efff,206,1,5,0,7,0
a2143216-9c3a-4669-8182-1a198bedb537,c5edba71-7500-45a2-af06-b3930adaf126,interaction_edge,abbec48c-8bfd-4fbe-bda4-acecf22c64d8,536,0,3,2,16,0
a2143216-9c3a-4669-8182-1a198bedb537,9d1056e4-8a31-40f9-b7b5-cbe96a9992d5,interaction_edge,23d23eb1-a4bf-4cc5-83db-52c6b0c4853e,2838,1,4,1,0,0
a2143216-9c3a-4669-8182-1a198bedb537,3e403d0a-52a5-41e8-b796-da5211bd6ec7,interaction_edge,da3a83fd-d862-410a-bb61-fcc32cb75409,1970,1,3,0,5,0
a2143216-9c3a-4669-8182-1a198bedb537,b8d4cc35-2dd0-42c0-a393-f72d87ce76d9,interaction_edge,f696f3cf-697f-4fa6-96e5-4dacd01d747e,2024,2,1,2,19,1
a2143216-9c3a-4669-8182-1a198bedb537,a04cdde3-4775-4fa6-997b-579637ea6396,interaction_edge,772ae234-53fa-4c52-acf3-5560b2898209,2458,1,1,0,1,0
a2143216-9c3a-4669-8182-1a198bedb537,098a062c-3bac-408e-90d7-34f2057ed6a7,interaction_edge,77b2d644-eef0-4247-9e89-e57fe271e6ee,2687,0,2,2,4,0
a2143216-9c3a-4669-8182-1a198bedb537,99730417-fa44-43ad-8414-46d4285af8a8,interaction_edge,9356124a-b76c-4f3a-b6e0-1b1b8cf29118,3297,2,1,0,0,0
a2143216-9c3a-4669-8182-1a198bedb537,cc5b11c6-8a70-4c3f-957f-4d04af0f5ad5,interaction_edge,3a482f6c-8687-40b6-9e92-53ce58433d03,2295,0,9,1,12,0
a2143216-9c3a-4669-8182-1a198bedb537,b8d2b714-c3a2-41d8-bfe7-ff414370d3f5,interaction_edge,096833ad-dfc4-4dcb-b95e-f22c0f84f965,385,1,4,1,8,0
a2143216-9c3a-4669-8182-1a198bedb537,9f920bbb-532f-4bdd-af5c-650be1b4032c,interaction_edge,dc65238e-25a2-487a-a8ad-1eee6fbcabc4,3393,0,5,0,4,0
a2143216-9c3a-4669-8182-1a198bedb537,bcc6307d-a106-4fe5-9b32-db915cdd3aff,interaction_edge,98787fb7-e13c-4abe-ae98-14b1f3fbbc2f,3187,0,2,2,6,0
a2143216-9c3a-4669-8182-1a198bedb537,e9ab44c4-b777-4f4d-9451-4e4dc6317e1f,interaction_edge,70549f55-589d-4f57-8ec3-65bfe5e6fba2,3413,0,7,0,2,0
a2143216-9c3a-4669-8182-1a198bedb537,8ea40305-b721-4015-8ee6-7a040b056e44,interaction_edge,9dbcc1e4-9a37-42dd-8605-5c97e15875e7,1715,0,0,0,9,0
a2143216-9c3a-4669-8182-1a198bedb537,c84664ec-0c30-4315-a374-0055338b8f76,interaction_edge,b2e9de0a-8734-4112-9b06-90fca0740de4,1322,2,3,0,0,0
a2143216-9c3a-4669-8182-1a198bedb537,0b56b5f2-dc20-4b8f-ba94-f8f62459235a,interaction_edge,323e9ccf-bfa2-43b2-ad29-61426cb8ae01,461,2,11,1,5,0
51471afb-151f-42be-aedd-ad634bc6ca33,f219b341-1f84-447e-9f31-d11e74933138,interaction_edge,25a1711a-22fb-4d1a-89fe-32c790867674,5912,2,4,0,0,0
51471afb-151f-42be-aedd-ad634bc6ca33,232a9554-7a6b-4e83-9bc9-610bbc0145a6,interaction_edge,e483368d-109e-4baf-9ed7-a7a4622aade8,146,1,10,0,10,0
51471afb-151f-42be-aedd-ad634bc6ca33,fb2c048b-61d5-4816-983b-1b72d2f1f00e,interaction_edge,851b2aa3-ef74-41c8-ba6f-8b254d209dbe,4143,1,3,0,5,0
51471afb-151f-42be-aedd-ad634bc6ca33,de919f52-267c-415a-9b70-4a5e62d5dc96,interaction_edge,43649c46-0942-4e60-ad1d-7cbdbb78347d,4700,1,7,2,7,0
51471afb-151f-42be-aedd-ad634bc6ca33,092050a8-5378-4ef1-8444-d45da663820d,interaction_edge,5d4a759d-1b5f-4558-b583-d5f6e6dcbaa5,196,1,8,0,6,0
51471afb-151f-42be-aedd-ad634bc6ca33,484c20f9-a309-4b85-b854-e7d11575f782,interaction_edge,9f090aa5-e023-4088-a718-26ce3a856db2,4002,1,0,0,8,0
51471afb-151f-42be-aedd-ad634bc6ca33,d63a7a5c-d659-4245-bed1-7d0e63459f0d,interaction_edge,8a935b4a-68b5-4b9e-b5e0-89cbbb65dc2e,2699,2,4,1,1,0
51471afb-151f-42be-aedd-ad634bc6ca33,2acd7dab-1707-480d-8b52-b788be105dc4,interaction_edge,6de4f191-4b3d-48f1-869f-1cb00e6e01b6,1533,0,8,1,0,0
51471afb-151f-42be-aedd-ad634bc6ca33,6ca80b69-284e-49d3-bb48-f32dc6657147,interaction_edge,32a8865e-fd4d-463b-8162-93af71d67746,2315,2,4,1,0,0
51471afb-151f-42be-aedd-ad634bc6ca33,096a9dfd-c7df-4e59-befa-4a8eb175f99a,interaction_edge,cfd38094-d594-4e47-955f-2948187bfca2,2677,0,3,1,0,0
51471afb-151f-42be-aedd-ad634bc6ca33,c56b980d-820e-4813-b49b-c793c20d136e,interaction_edge,0fa19e68-4dcb-4752-b4fb-a0b472a297ce,2740,1,5,0,12,0
51471afb-151f-42be-aedd-ad634bc6ca33,168fbda6-543f-405d-affc-b198b49254ba,interaction_edge,469c1439-fdd1-4ba9-803c-210be302fcd1,1774,0,0,1,6,0
51471afb-151f-42be-aedd-ad634bc6ca33,27196a25-67b1-4355-a43d-c66da6ef29b7,interaction_edge,3030dede-37b4-4382-9c18-8282a02fdac0,3427,0,6,0,5,0
51471afb-151f-42be-aedd-ad634bc6ca33,bc70d728-c135-44e9-a76a-7a7d0ebcb4d5,interaction_edge,6e75c4b0-5e81-4ec1-b1d1-0d257f128f41,2849,1,3,2,6,0
51471afb-151f-42be-aedd-ad634bc6ca33,3015f9d8-ada4-49f3-ac77-7f6cf1a4746c,interaction_edge,005618b8-ff4f-4af1-aed3-f0a1106eb4ad,14,0,4,3,8,0
51471afb-151f-42be-aedd-ad634bc6ca33,b3510c21-bbff-43a6-ae1b-d95a6cd8f594,interaction_edge,f76b4269-5a92-4645-ab3a-71cfd40ce88f,966,1,4,0,0,0
51471afb-151f-42be-aedd-ad634bc6ca33,45da65fc-43a9-4229-9c2f-a692a6840c8d,interaction_edge,9dc175ac-736c-47eb-922a-85b149124767,4085,3,5,0,11,0
51471afb-151f-42be-aedd-ad634bc6ca33,1c85fad6-fb2a-4778-a9e5-1a519816c80a,interaction_edge,c8d2e869-3f9c-4459-828a-eaf1b9d58341,781,1,9,0,6,0
51471afb-151f-42be-aedd-ad634bc6ca33,10461dcd-e711-4bb0-88bb-23fc41d890e7,interaction_edge,7800ebe6-fba2-4a3f-96da-3a9478032e23,3181,0,13,1,1,0
51471afb-151f-42be-aedd-ad634bc6ca33,ca552907-5536-40bc-8473-85a00cacd8b0,interaction_edge,a42499ea-b85f-424f-a7d7-fc833f2a1cd2,1378,1,3,2,6,0
51471afb-151f-42be-aedd-ad634bc6ca33,90905974-af28-4905-bd42-e058fea90848,interaction_edge,69363cb5-baa6-421f-93da-cafcc5205a1d,2084,0,4,0,12,0
51471afb-151f-42be-aedd-ad634bc6ca33,2cd9bd75-ac3e-4e05-98b2-618e1bd83aea,interaction_edge,7c67b9a1-8165-47b3-ab29-5fd08c75024e,4082,1,3,1,5,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,27e8bcf7-88ba-4957-b7c0-8c6e1390bb42,interaction_edge,6f4a34e6-9a2c-4f3a-9bae-2030875608e5,2502,2,0,0,5,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,5948b8e8-88b5-4327-8449-3fb1ec2eaff5,interaction_edge,d9f8b164-13eb-4b50-a0db-2c752deb8a53,1580,0,6,0,0,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,d9ba3c93-e4d8-4224-8cb8-bb8afb7b1280,interaction_edge,430f2a34-5345-4a81-a275-1cfa3cefb910,509,1,4,2,1,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,f8d16530-3951-4027-9957-9fcc5fe5ea52,interaction_edge,6f61f7f0-5dab-4732-849a-8fc95b493ce7,338,2,6,2,6,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,ced38b3c-ea03-429e-b0cf-d2b8d5b59d0f,interaction_edge,8e672c63-ad5c-4dde-a8c7-e468ea71ee28,935,0,1,0,8,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,a0a2289e-57f5-48f9-83fd-396b7e2c9307,interaction_edge,51f5a0d2-f135-422d-99d7-03593ad6b8eb,6431,3,7,0,4,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,697b087b-5be3-44a1-8d46-b2afe1de6b90,interaction_edge,19cf6c4b-b1f0-47da-8b96-2defa8d6ab5e,3853,0,2,1,0,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,3ce9dd65-d533-49fe-8dff-b5dab42fc92f,interaction_edge,e60321d0-06ab-4861-b0bd-88402954a1ca,5250,1,0,0,4,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,d99fb7c1-4090-4ee1-b841-25188e191e68,interaction_edge,db190570-7cd5-4a36-a2a7-6f7b53ffd98a,4481,0,4,1,8,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,35df2831-23d2-4481-bc0b-53b25def5df5,interaction_edge,1659120b-d432-43ef-91d1-e7c501156cb6,4271,0,1,0,4,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,896fe506-0447-4273-aa42-9970e1e8379d,interaction_edge,afb46849-bdeb-4320-b3a1-80e0b5c86135,1512,2,12,1,3,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,b7178fee-5c9a-45c7-b463-0b5d5b6f7aad,interaction_edge,f5d04111-e801-42fc-9bc8-93701d8b678e,3318,0,1,1,9,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,229b7a06-dc4d-4d93-b119-615388ad7e7f,interaction_edge,4f4bef02-4ba3-474e-893d-afa6d7a9161b,476,2,2,0,9,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,48ace29d-e7e2-4526-afd6-688ab71946dd,interaction_edge,01b7e637-9755-48fb-9362-225b787ff700,5377,0,4,2,10,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,66a5fe7d-4ddc-45d8-acb0-49b6ac1d3ba4,interaction_edge,a8e3f9ed-57c5-4b44-bf31-2fd4e42c29db,691,1,9,0,11,0
6acaccdd-381e-443e-b8a1-72f5d9d7f38b,305911f7-8747-4ea1-9d64-f252e9373699,interaction_edge,3543c41e-a8f3-4331-9d1f-1e7bfd5a04ae,3872,0,3,0,15,0
