~id,~label,playerId:String,status:String,stat_joinedDate:Date,stat_lastPlayed:Date,ea_reputation:Int,ea_altruism:Int,ea_duty:Int,ea_mischief:Int,ea_malice:Int,ea_atrisk:Int,stat_totalSkinPurchases:Int,stat_totalCurrencyPurchases:Int,stat_idleMinutes:Int,stat_marketingEmailClickThroughs:Int,stat_lastChatTimestamp:Int,stat_lastGameSession:Int,stat_lastGameSessionLength:Int,stat_longestGameSessionLength:Int,stat_shortestGameSessionLength:Int,stat_medianGameSessionLength:Int
9f7ee8d5-c5ac-41bd-b193-57e71e5ac7c7,player,jmartin,Active,2018-06-11,2019-01-21,13,7,0,-1,0,0,18,1037,474,18,1621185470,1620565989,123,331,10,57
5d5f7df8-87cc-4779-83f8-c339d61872b7,player,pinedakelli,Active,2021-02-12,2021-03-11,53,1,4,2,2,1,16,997,512,9,1619730172,1620512516,155,308,11,54
da99e657-8537-474f-af91-1264b8e08760,player,shawn64,Active,2016-12-14,2018-06-17,-36,8,3,0,0,0,16,789,321,12,1621483040,1620538964,243,385,7,60
6d4bb587-a5c4-4804-b268-71a526158931,player,eric27,Active,2016-12-17,2020-03-30,47,7,1,0,1,2,22,1203,449,12,1621850156,1622172478,163,710,12,68
5851b501-755a-4013-a0a2-698622303f43,player,tyler97,Active,2020-08-29,2020-09-15,5,20,1,0,1,0,15,1059,341,12,1619662612,1621602864,214,811,11,66
989c4b5b-1cd9-4eb8-a949-96039c623a4a,player,mberg,Active,2018-01-22,2019-12-05,-6,5,2,-1,1,1,20,1078,254,16,1623695057,1619060463,95,495,10,47
d7205c89-08d9-4a52-b994-f6cf9b7cea7c,player,hphillips,Active,2018-03-11,2019-12-17,-20,5,1,-1,1,0,16,1173,395,19,1621750248,1623733780,150,526,10,53
a0a2289e-57f5-48f9-83fd-396b7e2c9307,player,hhammond,Active,2017-06-28,2021-01-06,-7,7,0,1,0,0,16,944,301,13,1618172405,1623276745,183,445,3,77
f4012427-d376-481a-b980-ae3454961387,player,qbennett,Active,2018-10-14,2021-07-05,-8,1,1,1,0,1,15,1268,353,13,1619266439,1620865761,211,565,8,86
d7c209d9-b433-44ca-9056-23f93a279e51,player,michaelpark,Active,2017-12-13,2020-06-01,-43,0,4,0,0,1,16,891,380,18,1621246718,1620906903,235,472,6,49
a28d03d4-02cb-46d8-8584-9cac0e09a9ec,player,teresa57,Active,2017-03-19,2017-11-17,24,9,2,0,0,0,24,1031,451,13,1621515018,1621635313,184,475,9,62
d87a407a-c64c-4d9b-9ad1-db5ed5bccbcc,player,slewis,Active,2016-12-08,2018-10-20,34,0,0,0,0,0,17,965,231,14,1620184074,1621817541,205,362,7,74
25863bcc-42e0-4690-86d5-4bafc8f0e582,player,mcguiresheila,Active,2019-04-23,2020-08-09,-9,4,4,0,0,2,21,1054,480,19,1621721186,1621022865,328,646,4,47
c84664ec-0c30-4315-a374-0055338b8f76,player,qjones,Active,2017-03-26,2020-11-09,15,10,1,0,1,0,10,655,575,9,1621999988,1620395852,274,467,19,56
fb46b4df-dca3-41c6-bacb-95d4855d76c7,player,craiglee,Active,2020-07-09,2021-08-01,4,4,3,-2,0,0,16,809,399,17,1619827375,1621342121,183,356,8,79
f9f966b5-f896-4e75-9bfc-52052d14f18a,player,loriward,Active,2018-05-11,2020-07-19,-5,9,1,-1,0,0,19,1277,490,16,1620033334,1622893881,210,404,6,57
2fdc4db8-026c-4539-a34b-412b7814ba5d,player,lthompson,Active,2018-05-05,2019-08-16,14,3,5,-1,0,0,16,1047,328,13,1621860839,1621202417,151,521,4,56
4c055b4e-2156-4cb9-aa72-517fe3df8306,player,hessamanda,Active,2020-11-11,2021-06-12,35,12,4,2,0,0,23,891,277,17,1620998080,1621709229,156,386,11,62
d0fdee37-104b-46f7-8163-1d07f141bab5,player,icook,Active,2017-01-08,2018-06-04,-30,7,5,0,0,0,12,1005,291,19,1619713982,1619543318,304,301,4,64
ceae4b78-3bc9-4667-b205-8b6acd4b03be,player,meganjones,Active,2019-05-19,2020-02-08,10,7,0,0,0,0,21,942,420,22,1620918806,1621327245,206,310,12,65
262ff388-92ff-492a-a7b0-f2c794280682,player,barnettbruce,Active,2017-05-11,2018-08-14,-28,13,1,0,1,0,11,1019,274,6,1622220096,1622467972,146,297,9,57
b4a93079-3992-4d52-badb-d507847c72d9,player,billmyers,Active,2019-05-16,2020-04-01,-4,1,6,-1,0,0,14,990,275,21,1621576260,1622695763,158,476,8,55
3ba12a6f-20c2-4d7a-ad65-8b22eecfbb07,player,rmayer,Active,2021-03-08,2021-07-08,42,14,3,0,0,0,20,914,450,15,1621570634,1619808989,122,464,10,81
fcb5145b-5a8a-4489-979b-6e60261eb73f,player,robert92,Active,2021-02-21,2021-03-11,39,6,1,-1,0,1,14,736,292,15,1620461035,1620155848,119,624,18,53
e96f3cc3-0327-40e6-a691-e707452b61d3,player,joshua69,Active,2018-12-19,2021-03-14,-5,11,1,0,1,0,21,1178,460,17,1621214706,1622243733,76,490,11,56
70a59ab2-aad4-4883-b2d8-b3c35304c2a1,player,milesjoshua,Active,2019-02-22,2020-11-01,0,10,0,1,0,1,23,712,603,9,1621373075,1622074215,269,506,2,68
47dde3c7-800c-4ef1-b637-f76e222b87f6,player,baileymary,Active,2018-08-04,2020-09-03,-10,11,4,2,1,0,18,979,289,15,1619986090,1621527327,122,656,13,58
236550e2-5649-4341-a343-906be54b9a1b,player,oscarsmith,Active,2020-09-11,2021-02-11,19,11,1,0,1,1,20,1341,363,15,1621654672,1620888837,204,593,12,40
6a51e848-ef95-4e75-b111-0a2f88f82851,player,roy72,Active,2020-01-08,2021-05-10,12,3,1,-1,0,1,8,1107,401,18,1619238138,1621072232,141,394,18,72
7811ac87-f32c-437f-9019-a030b4449f55,player,lmoore,Active,2019-10-04,2021-02-23,-11,3,1,0,0,0,15,831,463,14,1621140803,1620965800,125,575,8,66
6c15a8ea-895a-45a2-9a09-092ecda568bf,player,jamie89,Active,2020-07-03,2021-07-06,-8,4,2,-3,2,0,7,777,240,5,1623292009,1619790079,191,598,2,55
fadcf696-721c-4dd7-bb0b-080c3a868aef,player,solisjessica,Active,2017-06-30,2017-08-10,-4,2,4,0,0,1,16,910,572,16,1619384527,1623678220,282,522,11,70
282c5e78-4262-4110-b111-a82880eb42d9,player,tanya71,Active,2017-10-21,2021-07-31,29,25,2,1,1,0,9,1289,326,10,1621540652,1621929846,276,252,16,65
1a02110c-e19e-44c2-b9d1-3fb9130575f6,player,tina44,Active,2021-07-28,2021-08-05,-5,5,0,0,0,1,14,1190,445,12,1620292252,1623432877,332,475,8,41
9cbc1c7f-6c01-4419-a211-7790df1b3868,player,anna84,Active,2017-03-25,2018-12-18,66,1,0,0,0,1,22,1140,535,16,1619872732,1621750290,71,456,12,54
82203f71-5565-4ec9-8791-610bd2cd08a9,player,william57,Active,2018-11-21,2019-04-01,7,20,5,0,0,1,15,1004,158,18,1620468419,1619659220,216,465,3,63
d3477877-ed8d-43fd-9b65-a2cbfd6326ca,player,hollowayjonathan,Active,2017-10-11,2021-06-24,16,1,0,0,0,1,18,859,372,19,1620919335,1621211964,201,431,0,50
9c7273eb-ed06-46b6-9cbc-7ffd527301bc,player,fosterelizabeth,Active,2016-12-26,2018-10-05,26,9,1,0,1,0,16,697,350,13,1620336841,1620960916,172,435,3,81
5b39a092-8e30-4eb1-95b5-4c84beb8dfba,player,vickiblack,Active,2020-04-23,2021-05-28,17,1,4,0,0,0,11,986,189,14,1620559831,1620629085,221,450,3,57
a9486187-8dc6-4aa5-acc9-d62a841de777,player,anthonysusan,Active,2018-11-02,2020-11-25,58,7,0,-2,0,0,17,1005,338,15,1623941930,1617998250,205,365,9,49
40f967e9-f458-474b-9726-81ddae9dc0da,player,michaelmiller,Active,2016-10-07,2019-08-01,31,5,0,1,0,0,24,976,474,10,1623185305,1621251631,222,382,1,48
6ca80b69-284e-49d3-bb48-f32dc6657147,player,franciscoporter,Active,2017-10-20,2021-07-14,-7,9,2,0,0,0,13,1040,258,25,1620847037,1621090992,233,634,11,59
af5c6c97-19fd-43ae-a836-62e6585fd5d1,player,thomasstacy,Active,2018-09-06,2021-08-10,-1,18,2,0,0,0,25,1004,256,13,1620042743,1623342108,180,424,2,61
060e60e2-6d0f-4e69-a16e-6a7272fafbca,player,robinwebster,Active,2019-12-16,2020-08-25,-21,0,1,1,0,0,14,861,484,18,1622078711,1620258987,181,551,8,59
94c62ee2-4222-4e2e-bd32-46dfb12a5a2b,player,jeanettehoffman,Active,2021-03-01,2021-06-27,49,0,1,-1,0,0,13,1221,355,11,1620464450,1621627566,209,550,9,55
695b3f36-7a81-4940-b214-3ff7d8c3dfee,player,ewilliams,Active,2019-10-02,2021-05-16,1,23,4,-3,0,0,14,921,387,16,1622365681,1620102956,177,240,10,54
f5ecb66e-155b-4bda-b65c-a8088f3b4072,player,mmercado,Active,2017-03-20,2019-11-21,-24,10,6,0,0,0,11,705,445,14,1621071381,1622675583,143,394,10,55
b62f6d46-367d-42c3-8547-f61826b9d67b,player,cindygonzalez,Active,2021-01-17,2021-06-13,-8,13,5,0,0,0,17,1098,421,10,1621130668,1622920274,124,502,15,59
b9cb1b37-ce98-4b91-90d4-3d5a1d5f4094,player,browland,Active,2020-06-04,2020-08-05,-52,21,3,3,0,0,12,785,624,13,1623024114,1622091930,176,258,10,80
50663bd2-cd56-4824-af76-28f52e42308f,player,ronald52,Active,2020-09-30,2021-06-19,-18,10,4,0,1,0,13,932,398,20,1620139333,1621424490,205,673,8,76
774d9e67-538f-4ade-8724-3d7033eb9c5a,player,heathernorton,Active,2019-08-24,2020-11-25,3,1,4,0,0,1,18,872,358,13,1622432574,1622749438,283,395,3,53
90ece4f6-181d-43fa-b15c-cf3469e43ed6,player,robert10,Active,2018-06-02,2019-04-03,17,8,1,-1,0,0,18,885,449,17,1622539110,1620356944,135,364,12,66
4ca7204d-1c1f-4f43-8c87-4a93f0f0e310,player,warrenanderson,Active,2018-10-12,2021-07-19,18,18,1,0,0,0,18,839,170,8,1621339915,1619102512,263,378,14,59
eecc4db6-26b8-47c6-887f-b7b7a36f0836,player,mayscarol,Active,2019-09-09,2020-12-16,13,8,2,0,0,1,10,943,566,10,1619493317,1620897063,277,434,10,50
604e7052-12ef-498f-9953-d90cb1e72491,player,keith65,Active,2018-08-09,2019-10-26,-35,8,0,-3,0,0,6,1011,412,14,1620436506,1622442489,97,510,7,66
426b5960-8db7-45a4-85f6-25e7016d06ae,player,lambrandy,Active,2018-11-16,2019-05-22,-47,17,1,1,0,0,16,1214,364,15,1622971482,1622941176,100,506,10,76
834fc70f-8560-40cf-a1c6-9cd30394ceba,player,grimesamanda,Active,2019-10-03,2020-11-23,-24,7,2,0,0,0,5,682,450,15,1621393402,1620307146,208,388,8,60
bdd9efd1-ea96-4010-b365-d7a52ad19ae0,player,marcocox,Active,2018-12-07,2019-09-06,-15,0,0,0,0,0,9,564,366,14,1620493718,1622179909,169,176,0,60
7e97c00b-a0a5-470c-b505-20f3e666f7dd,player,kfrey,Active,2016-08-22,2021-04-06,7,7,1,0,0,0,15,1221,401,14,1623666168,1620685638,274,311,10,78
46f3b642-8413-4999-a9f1-22aa7e542766,player,callen,Active,2018-12-09,2019-09-05,16,5,4,3,0,0,13,1049,311,11,1620229294,1620358874,128,805,10,50
0633402d-9868-4775-8d97-884373a3c262,player,sonya96,Active,2021-02-14,2021-05-19,-2,14,0,1,0,0,16,1313,653,9,1622806913,1620812624,292,428,17,72
642ec5ea-80a6-4967-83f2-251fb2853525,player,gclayton,Active,2020-05-26,2021-03-11,26,10,0,-1,0,0,8,844,251,16,1620738364,1621246621,135,558,12,65
0b9037ae-7ca2-44cf-9ba0-ed51c5e5e746,player,reevesallison,Active,2020-01-11,2021-04-05,-27,4,2,-2,0,0,16,602,465,16,1621112345,1621329018,221,521,5,68
b20be6ef-c81f-4cfb-b6f3-7e3d8688bcb9,player,danielharrison,Active,2017-06-08,2019-10-04,-26,0,4,1,0,0,21,1012,352,11,1622954156,1624413481,200,329,21,66
bd3a98db-cfdd-4b0e-a83a-e1c0550e1629,player,lindseyscott,Active,2017-03-20,2020-01-25,5,4,0,0,0,1,10,712,279,17,1621283067,1619808170,183,225,0,58
66a5fe7d-4ddc-45d8-acb0-49b6ac1d3ba4,player,tfrye,Active,2021-01-20,2021-06-06,-11,4,5,3,0,0,24,1318,635,10,1623169152,1621071305,192,526,11,53
fc993deb-0b7e-4b79-91ac-e52205df5fcc,player,mkelley,Active,2020-08-20,2021-05-09,-37,15,0,0,1,0,11,985,342,15,1621274820,1622270629,118,429,13,65
ccc3e526-d6e3-441f-8d60-d9503ca60df5,player,cflores,Active,2021-01-28,2021-03-10,64,10,0,0,0,1,15,1240,310,16,1622053763,1619191194,155,526,0,50
34e51938-5c7d-4a3c-a416-49da9d017734,player,mmiller,Active,2018-02-09,2020-09-10,-32,0,7,0,1,0,14,1100,402,11,1619309570,1621985645,233,405,9,58
88cc3328-c673-4117-9339-fc3720620053,player,gerald43,Active,2018-11-12,2018-12-27,4,8,2,1,1,1,23,877,277,12,1622195325,1620122444,252,544,7,63
08e8bc1e-7b25-4031-b49a-c302eda23b5f,player,tarastewart,Active,2017-06-17,2017-08-26,-5,3,2,2,0,1,26,1148,326,19,1622413685,1620217512,217,556,9,65
fd14614f-e95e-4429-94ed-ace6951bd55d,player,romanjorge,Active,2019-05-13,2020-10-22,8,21,5,-2,1,0,27,829,381,10,1622075778,1625330394,219,731,15,53
092050a8-5378-4ef1-8444-d45da663820d,player,tina69,Active,2018-01-10,2019-08-16,-49,15,1,0,1,0,22,1423,429,10,1621067330,1621936310,178,419,9,52
8340ed81-a579-434b-8f3e-2d5c30399469,player,msmith,Active,2019-01-10,2020-05-15,-12,2,0,-2,0,3,11,1195,378,11,1620812880,1623217307,190,387,8,63
96ea8deb-2d2f-41f2-a929-610420982194,player,ericmccall,Active,2018-04-07,2020-11-09,7,14,0,3,0,0,11,1009,270,16,1620913463,1623336671,119,644,13,65
a651d8cc-36ba-4a4e-9e32-9bd16d969228,player,alawson,Active,2020-11-18,2021-03-28,-10,0,0,0,0,0,19,1167,279,16,1619986630,1620121519,321,256,6,53
34503124-358d-412c-9884-df683344b1c4,player,lisa66,Active,2018-10-27,2021-04-06,-4,18,1,0,0,0,9,698,496,19,1620863097,1620581728,174,432,8,69
3320e789-a354-47da-ab75-ea46b8ac9d6e,player,sedwards,Active,2017-12-15,2018-08-26,-13,2,0,2,0,0,14,849,283,12,1619333515,1620801444,158,495,12,67
4c9ca30c-2967-49a0-a0be-188b3af893e6,player,omoore,Active,2021-07-07,2021-08-02,-20,6,1,-1,0,0,15,841,313,17,1621724549,1621366848,143,370,20,59
77a7ed2b-8158-48e5-a8a2-4234a4570282,player,courtney36,Active,2020-05-23,2020-06-10,38,7,1,-2,0,1,15,905,390,10,1621163184,1620195403,155,582,13,57
bef04065-a14d-4ba4-9c84-0590eabc05cf,player,tchan,Active,2017-02-23,2017-10-01,-26,4,5,1,0,0,8,1316,293,17,1622365577,1623651262,196,258,6,57
9d8116ad-0388-443d-9954-efe91bf7a7d4,player,margaretjames,Active,2020-09-28,2021-02-22,15,0,0,0,0,0,15,1232,233,16,1620405270,1622991422,122,383,8,69
2b921439-459a-496b-b033-3cfa2ed1adaf,player,heathercollier,Active,2019-05-25,2021-08-08,-7,9,2,2,0,1,5,718,560,19,1621725814,1620440936,118,255,13,41
5cbcfecb-182b-4ccd-8623-5069f27a8046,player,rshaffer,Active,2017-02-27,2019-09-25,29,6,0,0,1,0,19,1126,346,16,1620481804,1621778901,197,453,15,70
b48d5d26-41e0-4d7e-a562-c0f20b4689d8,player,marshwalter,Active,2017-10-29,2018-06-14,28,18,0,-1,0,1,12,929,234,16,1620831611,1622981438,276,453,8,63
74851a33-0fc5-4787-88c8-79b1197da6b8,player,hpatterson,Active,2017-10-11,2019-01-22,-5,6,2,1,0,0,17,1078,409,17,1619852938,1623307617,213,391,7,64
16ead700-4838-41f8-b273-ec717fa8489a,player,freemanlaurie,Active,2017-09-30,2018-11-18,0,1,1,2,0,0,14,1200,310,15,1622373503,1622804116,212,536,10,60
b247fa65-99f1-49b4-8739-8e2f8fbbe9ab,player,eheath,Active,2018-12-26,2020-04-29,-12,9,0,0,1,2,14,683,661,10,1619693696,1620845114,207,403,18,59
06852ba1-baa1-4d2b-ab45-8635d7e8aa25,player,camerongonzales,Active,2020-05-17,2020-11-26,40,5,3,0,1,0,22,1264,102,19,1622347375,1620456620,46,363,13,79
257dac25-4a0f-4dbf-b1b8-505d9b97ea96,player,adamseric,Active,2021-05-22,2021-06-17,-20,3,2,1,0,1,14,848,280,14,1621685413,1621811693,237,625,3,75
bf02201a-62c6-45b0-b25d-00c122963539,player,tiffanymcgrath,Active,2018-04-28,2020-09-14,-18,7,3,1,0,1,19,1018,490,23,1622521382,1620640770,130,361,1,74
a3c6e260-ea49-4373-9432-816a860b9e56,player,samanthacooper,Active,2020-02-16,2021-07-27,22,24,1,0,0,0,24,1414,221,11,1620214930,1620413851,157,482,5,58
60051c23-a999-4ee7-a6cf-503f64425a27,player,stonemichael,Active,2018-03-29,2020-12-18,18,12,1,0,0,1,10,1010,342,13,1622846467,1621556815,173,593,9,77
ea2eda06-7e7d-4257-8a1f-4daf4c6e7623,player,megansmith,Active,2019-09-14,2021-06-09,0,4,0,0,0,0,16,1085,522,14,1621226556,1623660299,55,475,6,57
099b7ec4-860a-4d4c-b57d-9906e0657981,player,wyoung,Active,2016-09-15,2020-03-25,17,26,0,0,0,1,4,1194,409,22,1621908145,1621058092,224,555,14,81
f8d16530-3951-4027-9957-9fcc5fe5ea52,player,vcrawford,Active,2021-07-28,2021-08-09,5,17,4,0,0,1,12,963,241,18,1620510617,1622845940,84,331,16,60
c5c15c1f-9a08-49ec-a79f-ccfeaadd1b0b,player,katherineingram,Active,2021-05-29,2021-07-15,9,18,2,0,1,0,18,1036,250,16,1621043062,1620255331,253,446,10,69
a84d8fc1-6684-4fe0-bf8e-f7f1003f3a51,player,taylor00,Active,2019-02-05,2021-07-04,5,6,5,0,0,0,12,573,528,9,1620574362,1620771686,163,604,6,63
da753fdf-54e4-4bc5-b129-8e62603feb06,player,bradshawshaun,Active,2018-09-11,2020-05-16,-33,12,3,0,0,0,13,855,363,17,1621860575,1621738649,287,397,5,53
72855c06-ad01-4753-a702-e76946074392,player,bclark,Active,2019-12-11,2020-03-06,2,13,1,0,0,0,8,784,251,18,1619536429,1620164222,127,518,5,38
ac1049cd-90eb-41bf-8fc7-065dd9c53b79,player,lthompson,Active,2017-03-24,2020-05-11,29,4,0,0,1,0,10,1139,375,13,1621630957,1620967961,92,602,13,49
1a307cef-9f03-4eff-8434-4c5ceb14f950,player,juliehall,Active,2017-02-24,2021-07-05,30,17,2,0,0,0,14,1159,252,16,1619741927,1619263861,170,698,10,70
180934c1-4dd0-46e5-ba67-f82b29d489dd,player,rjohnson,Active,2020-11-18,2020-11-29,-1,2,2,0,2,0,6,1437,440,15,1621727707,1622568487,222,555,9,58
3461cb50-198f-48ef-b423-eda73d39752c,player,william48,Active,2016-10-05,2017-02-22,-4,0,3,0,0,0,20,802,252,16,1621048744,1620763920,226,681,13,63
1ac84e90-2bd7-4972-bf57-2ce6a53cc8a3,player,barroyo,Active,2019-01-24,2019-11-03,-27,11,4,1,0,0,21,1134,175,19,1620865088,1619650227,204,531,16,52
3bc2c183-fe77-4d2a-bad0-7c1945417359,player,melissaburns,Active,2017-02-19,2019-08-23,9,9,4,0,0,1,5,1011,283,13,1621845499,1620737005,182,382,9,62
2e72931f-3665-471f-a64e-ad096bdcdb48,player,seanthompson,Active,2017-12-25,2019-10-04,-23,19,4,0,0,1,9,1047,269,12,1622068548,1619115142,267,528,18,50
573b2743-bc11-40fc-8825-2da892e56bba,player,alexa04,Active,2019-05-22,2020-04-04,-9,8,2,3,0,0,11,825,282,10,1621140997,1622039009,313,587,22,61
cc040ced-2d14-489e-a364-158fe05b50d3,player,jackiedelgado,Active,2020-11-11,2020-11-18,4,8,1,0,0,0,18,1030,331,11,1622271066,1622150708,181,452,0,58
04ecf23d-accf-408f-91f1-c90fd70d7b4c,player,pmartin,Active,2019-07-01,2020-10-24,-3,12,3,0,0,0,18,1048,542,16,1621134355,1620894868,188,571,13,74
26be39ab-c8c5-45bf-8a69-57aa6ebc3c1f,player,molly19,Active,2020-03-05,2021-05-21,4,1,2,1,0,0,13,1430,509,15,1620200353,1624460238,102,522,9,64
2d526dee-d0e2-428a-a300-143a18403416,player,tonya90,Active,2020-02-01,2021-01-09,-12,10,0,-1,0,0,13,870,232,16,1620238191,1620858826,222,571,7,59
296e2ac7-5ae2-4856-bd38-a8c281c92f92,player,richardpeters,Active,2021-01-05,2021-05-13,19,13,1,-1,0,0,12,1015,301,14,1622984730,1621549304,95,381,11,58
c6ce3b43-b7eb-4e07-9ec1-f4c0320d9949,player,dianagarcia,Active,2017-05-17,2018-09-22,11,12,1,0,1,0,16,829,51,15,1620895779,1620852969,246,518,0,63
5dc0126c-b318-48ef-be24-9276a8e2ee0a,player,danapotts,Active,2019-06-04,2021-06-21,-17,5,5,1,0,0,13,1244,379,10,1621731329,1622099393,300,573,20,50
71c7558a-1378-43d3-b1b8-490fcd3cba30,player,melanie11,Active,2020-06-12,2020-06-20,-29,16,0,0,1,1,22,1247,242,11,1620531356,1622320201,225,289,1,70
c05fc781-7861-404a-aa35-2a62575c8370,player,benjamin93,Active,2017-07-13,2020-12-16,-12,2,1,0,0,0,14,506,224,13,1620524045,1621684721,203,517,5,37
4af8eb49-6fcc-4061-afd8-e3b10b4be1f9,player,lhaynes,Active,2021-06-28,2021-06-30,-7,20,1,0,0,0,16,881,411,14,1620881256,1622591735,200,569,10,50
d0ba8278-77a8-45af-b633-258c2eb743c3,player,wayne96,Active,2019-04-03,2019-05-23,6,0,1,-1,1,3,8,1312,264,16,1623441583,1622159232,249,426,12,61
57d56514-8776-4e43-ac75-a9b18b3eb433,player,michelle53,Active,2017-05-12,2019-06-08,-53,8,1,-1,1,0,14,1166,248,21,1620346611,1622149495,247,620,10,70
f783c030-3b8d-438e-93d4-9325b65b8251,player,parsonsandre,Active,2017-04-30,2017-07-25,-8,8,1,0,0,0,12,1075,376,14,1620126592,1620311763,216,729,17,58
0eff0479-e3af-4bb1-bda0-a417626a8f6c,player,angela59,Active,2020-04-12,2021-07-29,-33,13,3,0,1,1,19,1014,397,22,1619654429,1623299237,237,367,9,57
e9cfee4f-9646-4b0a-a490-d4e9df704b6c,player,myerschristopher,Active,2017-04-13,2020-03-30,7,6,3,0,0,1,28,1079,302,14,1621577678,1620155020,172,388,11,63
2205b3f6-df3b-4c01-ba44-ebb4abda2d78,player,michael51,Active,2016-11-17,2017-12-23,-28,3,1,0,1,2,17,1219,386,11,1619132600,1619951676,260,582,16,60
ad449eb2-52a3-43df-8bfa-da95abbff796,player,shannonthornton,Active,2017-09-07,2018-02-03,8,0,2,0,0,0,12,928,307,14,1621158034,1620481257,204,504,8,66
8b09d474-14f4-4c1d-bc18-abe780d2568b,player,adamseric,Active,2019-07-03,2020-09-10,13,6,2,3,1,0,7,1169,306,9,1621554044,1620803701,121,318,2,63
d807429b-aa33-4962-bc18-65549d263e57,player,ggeorge,Active,2020-04-25,2021-01-29,-10,10,0,1,0,1,18,598,502,17,1621204607,1623684819,181,458,13,52
b1b3e899-74ea-43d6-9bea-ba7d5211807e,player,fisherleslie,Active,2021-03-22,2021-04-23,-8,2,2,0,0,0,12,1179,405,9,1622756063,1621207668,212,538,14,68
2df8f2f4-d95e-47c3-831d-e77e22718b24,player,jeannejackson,Active,2020-04-16,2021-05-09,7,0,2,0,0,1,13,1381,214,14,1621572546,1621830179,101,509,13,76
cac2272b-8b97-484d-b0c8-1787301c54dc,player,nicolaswade,Active,2021-07-05,2021-07-23,-50,4,2,0,0,1,17,777,337,18,1624481005,1621682740,144,549,14,54
f6d33da1-2c15-4afb-955c-f69cc8a787bf,player,ashley42,Active,2019-08-28,2019-12-08,6,4,0,-2,0,0,6,1109,123,14,1620956432,1622573387,176,361,9,63
6aee08ec-496c-460c-a033-af0092bb544f,player,christina34,Active,2018-01-14,2018-09-11,11,5,1,0,0,0,9,928,438,14,1622731005,1623666345,198,381,14,58
ead91cb4-712c-4630-8c27-2c83a0cbb72e,player,abrown,Active,2019-10-01,2021-08-04,31,9,0,1,0,0,15,1092,335,20,1621935540,1618704568,213,521,9,59
dc4f150f-3458-42c1-9b93-f0d0f74bf327,player,solomondana,Active,2016-09-08,2020-12-30,-17,32,0,0,1,0,13,999,417,17,1620975249,1618556279,150,203,14,73
f219b341-1f84-447e-9f31-d11e74933138,player,gonzalezkristopher,Active,2020-08-29,2021-07-15,-29,2,5,0,0,0,15,1099,262,13,1621946982,1621166921,213,461,11,73
6378176c-5c91-4ca5-bcc2-d27a2a9eed9e,player,rpearson,Active,2019-01-05,2020-05-10,-3,6,0,1,1,0,16,913,504,20,1619280249,1622287943,240,541,13,73
fb06e851-a1df-4ac2-bbbd-dff2ce9d1ac9,player,cperry,Active,2021-01-10,2021-01-31,22,4,3,1,2,0,23,1075,350,12,1622057872,1621919117,203,371,11,55
934e2128-fcf7-44ca-9a00-fb9d05d6c674,player,jonathan51,Active,2020-01-16,2021-05-13,-16,0,1,1,0,0,19,942,366,12,1619775724,1620227092,108,547,8,57
